,AUS_fa01,AUS_fa02,AUS_fa03,AUS_fa04,AUS_fa05,AUT_fa01,AUT_fa02,AUT_fa03,AUT_fa04,AUT_fa05,BEL_fa01,BEL_fa02,BEL_fa03,BEL_fa04,BEL_fa05,BGR_fa01,BGR_fa02,BGR_fa03,BGR_fa04,BGR_fa05,BRA_fa01,BRA_fa02,BRA_fa03,BRA_fa04,BRA_fa05,CAN_fa01,CAN_fa02,CAN_fa03,CAN_fa04,CAN_fa05,CHN_fa01,CHN_fa02,CHN_fa03,CHN_fa04,CHN_fa05,CYP_fa01,CYP_fa02,CYP_fa03,CYP_fa04,CYP_fa05,CZE_fa01,CZE_fa02,CZE_fa03,CZE_fa04,CZE_fa05,DEU_fa01,DEU_fa02,DEU_fa03,DEU_fa04,DEU_fa05,DNK_fa01,DNK_fa02,DNK_fa03,DNK_fa04,DNK_fa05,ESP_fa01,ESP_fa02,ESP_fa03,ESP_fa04,ESP_fa05,EST_fa01,EST_fa02,EST_fa03,EST_fa04,EST_fa05,FIN_fa01,FIN_fa02,FIN_fa03,FIN_fa04,FIN_fa05,FRA_fa01,FRA_fa02,FRA_fa03,FRA_fa04,FRA_fa05,GBR_fa01,GBR_fa02,GBR_fa03,GBR_fa04,GBR_fa05,GRC_fa01,GRC_fa02,GRC_fa03,GRC_fa04,GRC_fa05,HUN_fa01,HUN_fa02,HUN_fa03,HUN_fa04,HUN_fa05,IDN_fa01,IDN_fa02,IDN_fa03,IDN_fa04,IDN_fa05,IND_fa01,IND_fa02,IND_fa03,IND_fa04,IND_fa05,IRL_fa01,IRL_fa02,IRL_fa03,IRL_fa04,IRL_fa05,ITA_fa01,ITA_fa02,ITA_fa03,ITA_fa04,ITA_fa05,JPN_fa01,JPN_fa02,JPN_fa03,JPN_fa04,JPN_fa05,KOR_fa01,KOR_fa02,KOR_fa03,KOR_fa04,KOR_fa05,LTU_fa01,LTU_fa02,LTU_fa03,LTU_fa04,LTU_fa05,LUX_fa01,LUX_fa02,LUX_fa03,LUX_fa04,LUX_fa05,LVA_fa01,LVA_fa02,LVA_fa03,LVA_fa04,LVA_fa05,MEX_fa01,MEX_fa02,MEX_fa03,MEX_fa04,MEX_fa05,MLT_fa01,MLT_fa02,MLT_fa03,MLT_fa04,MLT_fa05,NLD_fa01,NLD_fa02,NLD_fa03,NLD_fa04,NLD_fa05,POL_fa01,POL_fa02,POL_fa03,POL_fa04,POL_fa05,PRT_fa01,PRT_fa02,PRT_fa03,PRT_fa04,PRT_fa05,ROM_fa01,ROM_fa02,ROM_fa03,ROM_fa04,ROM_fa05,RUS_fa01,RUS_fa02,RUS_fa03,RUS_fa04,RUS_fa05,SVK_fa01,SVK_fa02,SVK_fa03,SVK_fa04,SVK_fa05,SVN_fa01,SVN_fa02,SVN_fa03,SVN_fa04,SVN_fa05,SWE_fa01,SWE_fa02,SWE_fa03,SWE_fa04,SWE_fa05,TUR_fa01,TUR_fa02,TUR_fa03,TUR_fa04,TUR_fa05,TWN_fa01,TWN_fa02,TWN_fa03,TWN_fa04,TWN_fa05,USA_fa01,USA_fa02,USA_fa03,USA_fa04,USA_fa05,ZRoW_fa01,ZRoW_fa02,ZRoW_fa03,ZRoW_fa04,ZRoW_fa05
AUT_sa04,7.122746975,0,0.000616987,0.577587108,0,348.533258,0,2.558786691,33.72660995,30.49480146,11.31404328,4.93501E-06,0.001021721,0.250755832,0,2.397570593,0,0.000207759,0.111766785,0,0.133814614,0,0,0.085992302,0,9.465199285,0,0,0.444632522,0,2.680981414,0,0.000768341,0.340301491,0,1.247683928,0,0,0.002675806,0,21.53353097,6.32394E-06,0.101063838,0.401373646,0,591.9174334,0,0.021703467,17.80915375,0,56.55233795,0,0.148272838,1.216349593,0,31.07519678,1.51432E-08,0.002306956,1.435962061,0,1.101705461,3.61491E-08,4.63848E-05,0.014499982,0,21.65850533,1.53004E-06,0.036649705,0.654871352,0,104.4871481,0,0.004370515,0.539720715,0,192.2928258,0.000823766,0,1.746249874,0,54.49724907,0,0,0.060311846,0,131.5135766,0,0.006219296,0.552251716,0,0.03981132,0,0,0.001408166,0,0.479023055,0,0.031366926,0.017594169,0,1.353063131,7.19681E-05,1.88705E-06,0.035405786,0,312.7495935,0.000114018,0.007842063,1.555571053,0,15.43912632,0,0.000186358,0.425556667,0,9.987954454,0,0,0.045203497,0,1.392968904,0,1.08013E-05,0.011598398,0,1.225542603,5.97082E-06,0.000175829,0.010816265,0,0.919436943,2.13835E-07,7.06336E-06,0.00544295,0,0.543185848,0,2.37613E-05,0.006840865,0,0.138938909,3.35157E-09,2.79003E-05,0.001006742,0,17.26261503,0,0.001472197,1.147940632,0,12.00101011,0.020786913,0.082694398,0.656315023,0,22.79224161,1.13346E-05,0.001721446,0.039863023,0,21.85082089,0,5.6196E-06,0.369433963,0,25.6904539,6.62437E-07,0.006115681,0.356164042,0,29.10724214,0,0.001232362,0.205068516,0,36.72961869,5.735E-06,0.184741882,0.223968571,0,21.26829455,0,0.004891453,0.143020653,0,1.828724935,0,0.028143521,0.172325413,0,4.50388395,0,2.6708E-05,0.073967527,0,31.3218403,0,0,4.762713155,0,38.32893268,0,0.049616645,1.047824676,-0.000249709
AUT_sa05,0.629142502,0,2.61366E-05,0.001518916,0,13.79147984,0,0.563196117,3.403876296,4.631338989,3.65446735,6.97337E-07,7.47479E-05,0.00149281,0,1.864555522,0,7.94909E-07,0.000797125,0,0.018028453,0,0,0.000780399,0,4.901748306,0,0,0.00174371,0,1.27840441,0,0.000352765,0.006977775,0,0.519620091,0,0,1.47183E-05,0,30.11893286,2.70322E-06,0.539555754,0.0036247,0,392.1897656,0,0.000690856,0.066241138,0,1.84117871,0,0.005902522,0.033110881,0,11.80307195,6.95264E-09,3.02596E-05,0.006392306,0,0.302168445,1.36203E-08,1.77658E-06,5.15579E-05,0,6.986550521,0,0.000399943,0.005397266,0,10.57748931,0,0.000179134,0.007847427,0,23.80557483,0.000378212,0,0.067985349,0,7.605250519,0,0,0.000959512,0,50.6098639,0,0.001143607,0.003538556,0,0.017317158,0,0,0.000175431,0,0.142125609,0,2.25375E-05,0.00066072,0,0.943649668,1.79575E-05,4.70857E-07,0.001218567,0,63.26100177,2.47815E-05,0.001158242,0.010196305,0,5.944515988,0,9.22477E-06,0.003563712,0,0.668295071,0,0,0.001628412,0,0.454379202,0,2.84064E-07,0.000210629,0,0.403785753,2.05252E-07,4.99467E-06,0.000110577,0,0.420791615,5.3356E-08,2.97363E-06,0.000148392,0,0.748215328,0,1.09094E-05,0.001009968,0,0.033720903,0,1.288E-06,5.82868E-05,0,6.681072611,0,0.000372277,0.007471011,0,16.24139801,0.019639131,0.078000964,0.005149652,0,6.297744973,6.23951E-08,2.22778E-06,0.000660207,0,14.2368815,0,1.19452E-07,0.001486016,0,9.343202331,1.70537E-07,0.006985947,0.002557122,0,8.330974348,0,0.000116336,0.00154563,0,45.66074193,2.52012E-06,0.000107097,0.00239128,0,3.148924309,0,0.000520734,0.001511276,0,10.95149263,0,0.213032505,0.004440113,0,0.700231712,0,1.18527E-05,0.001619519,0,24.7664356,0,0,0.012598421,0,0,0,0,0,4.28389E-05
AUT_sa06,0.418718695,0,0.012818051,0.091770401,0,462.0811434,0,2.837620575,895.0362241,38.60080595,0.350675074,1.92537E-05,0.0070162,0.135139208,0,0.121728998,0,0.001594615,0.031509593,0,0.08345065,0,0,0.029464029,0,0.774268431,0,0,0.317101912,0,0.263887721,0,0.011592786,0.260368119,0,0.027122556,0,0,0.000860265,0,2.087353059,0.000113281,0.026882995,0.200001549,0,19.32073643,0,0.171205948,2.79388611,0,0.371397447,0,0.012170034,0.138917089,0,1.313220017,2.22584E-07,0.019440912,0.344220332,0,0.030922079,1.95261E-07,0.000397193,0.021684548,0,0.375471187,6.45844E-06,0.016686134,0.035116163,0,5.707536528,0,0.030969714,0.527102418,0,4.401777326,0.012108259,0,0.32537414,0,0.472940354,0,0,0.057212339,0,1.607669866,0,0.06100491,0.373065141,0,0.033904463,0,4.11612E-08,0.006255811,0,0.106035687,0,0.016128128,0.195965963,0,0.101196567,6.00306E-05,1.45678E-06,0.042856767,0,10.83890182,0.000278362,0.027431637,0.684122573,0,2.443932927,1.73387E-07,0.001212717,0.133524782,0,0.401756795,0,0,0.058566794,0,0.038787162,0,9.93998E-05,0.010109802,0,0.093263949,2.29087E-05,0.0014569,0.026200426,0,0.092850303,1.65077E-07,0.000111013,0.041094604,0,0.079907173,0,0.000353665,0.039288353,0,2.105947987,7.50027E-08,0.000471419,0.003523936,0,1.308635164,5.72699E-07,0.018372554,0.433746379,0,1.23757781,0.001154392,0.069747535,0.231955677,0,0.123385989,8.52786E-05,0.002710193,0.051954523,0,0.452647866,3.74314E-10,0.000242116,0.068595113,0,2.328015002,1.13987E-06,0.009074398,0.10889134,0,0.737070699,0,0.009777598,0.103737023,0,1.018780851,7.69609E-05,0.013616437,0.166422745,0,0.739925315,0,0.030857665,0.076793563,0,0.321974116,0,0.001998557,0.250041868,0,0.178600257,0,0.000389409,0.091294247,0,4.939527653,0,0,0.603047861,0,29.55797929,0,0.379265417,6.536335982,-0.000517266
AUT_sa07,73.84400576,0,0.001682675,0.055297622,0,1329.957353,0.091369526,47.91482989,34.06788221,23.98331772,2.587005284,6.02809E-06,0.000968723,0.080601186,0,1.227987198,0,0.007688453,0.029418195,0,0.269110804,0,0,0.030258672,0,1.820683099,0,2.93419E-05,0.051971239,0,0.037157701,0,0.016034424,0.302559852,0,0.101119483,0,2.08215E-06,0.002018317,0,7.607077918,0.003716715,0.201535263,0.169818873,0,377.272612,0,0.018246876,1.53294446,0,3.534752187,0,0.47641144,0.123253743,0,17.08717921,3.15819E-07,0.00939726,0.226285626,0,0.296097246,6.82365E-08,0.000120027,0.010090616,0,11.67006418,0,0.017997118,0.033497121,0,96.34147719,0,0.048145173,0.289024134,0,113.2686585,0.01719081,2.60296E-05,0.203750465,0,2.624249622,0,1.41729E-06,0.091934412,0,15.64095331,0,0.124074894,0.218566544,0,0.010530428,0,0,0.005654355,0,0.302802475,0,0.112675555,0.021864084,0,3.952170299,0.000108904,2.7813E-06,0.055711991,0,18.37253629,0.006831486,0.009236448,0.423455259,0,0.706341411,1.6089E-07,5.93182E-05,0.080269964,0,2.548418819,0,0,0.063732076,0,0.105195078,0,1.10732E-05,0.028471386,0,0.733121231,0.008513868,0.004150653,0.00973495,0,0.299169309,3.15168E-07,0.000165001,0.020114997,0,0.728702017,0,0.088734766,0.035346627,0,0.271062887,4.68952E-06,0.004538756,0.00150653,0,43.43046997,0,0.017424907,0.084308438,0,6.807150891,0.000167347,0.044130714,0.108011325,0,2.026050503,1.01995E-05,0.000466834,0.045606606,0,2.301694541,0,0.004439384,0.058160166,0,6.387374605,2.09052E-06,9.91128E-05,0.081710972,0,3.423670855,1.53067E-07,0.011827783,0.050974535,0,7.115641915,0.00134886,0.00747626,0.118125612,0,15.5844161,0,0.303019906,0.070241502,0,0.734012293,0,0.003610931,0.142191102,0,6.323862109,0,0.009922818,0.072990312,0,42.33299022,0,0,0.438604958,0,44.7491667,0,1.258442204,2.761619987,-0.001194293
AUT_sa08,1.09975238,0,0.254796081,0.013183468,0,1177.909998,0,9.012362077,59.02756036,37.04689299,1.152722649,0.001323648,0.365879409,0.012871888,0,5.028343856,0,0.122860759,0.006894879,0,0.738553632,0,0,0.00678786,0,1.244713679,0,0,0.011830348,0,1.225336385,0,0.030259142,0.060785423,0,0.047215207,0,3.69182E-07,0.000127725,0,46.84602194,0.000229278,1.941772826,1.962538029,0,25.08091663,0.000165902,9.684807034,0.257848129,0,0.449493017,0,0.195795486,0.010988028,0,1.856124817,6.79533E-07,1.356796511,0.05553706,0,0.151181859,1.92811E-07,0.025870465,0.000444694,0,0.633421864,9.37847E-06,0.358282951,0.007536598,0,4.138363704,0,2.236707411,0.067545814,0,5.042600035,0.032821478,0,0.032225119,0,1.42297359,0,1.27511E-06,0.008349661,0,114.8756073,0,1.720736849,0.03029306,0,0.104925165,0,0,0.00152724,0,0.579182274,0,0.077864906,0.005722657,0,0.157655371,0.000297203,3.89613E-05,0.092752222,0,5.011296022,0.000415382,1.659912283,0.088008435,0,1.151679502,1.42991E-07,1.17111E-05,0.020819657,0,0.354552673,0,0,0.014178822,0,5.046847035,0,0.415509388,0.123131266,0,0.287742343,2.62438E-05,0.093582725,0.003583533,0,0.099974533,8.83063E-07,0.000266348,0.001288032,0,1.118126804,0,0.000928316,0.008715477,0,0.018959626,2.05423E-06,0.0001096,0.000206313,0,0.940368111,0,0.409644254,0.00955124,0,5.846744626,0.005680344,0.39839538,0.028233191,0,0.525133742,0.00679494,0.21547489,0.005733935,0,2.474472792,0,0.000945656,0.012771647,0,3.958690954,2.71577E-06,0.001389038,0.02228187,0,44.77831133,0,0.546241464,0.010812921,0,15.59810359,0.000205278,1.012750849,0.020921807,0,1.014333189,0,0.515971066,0.013083517,0,2.506848008,0,0.155470633,0.038577954,0,0.271455194,0,0.001008531,0.01410421,0,21.37675042,0,0,0.109108626,0,88.16159121,0,1.260442615,1.207705623,-0.000225202
AUT_sa09,19.32551853,0,5.619302185,0.018434343,0,262.1311686,0,21.21890188,112.319774,-17.86875243,14.37202471,0.029762769,8.081006282,0.021166454,0,9.7152509,0,2.723592251,0.008211625,0,16.37994168,0,0,0.009287822,0,26.07423442,0,0,0.027314413,0,27.03351846,0,0.627646482,0.082764887,0,1.003381101,0,0.000839112,0.00026255,0,31.50434221,0.000819229,22.78785408,0.042265087,0,316.5631574,0.377077704,214.7476996,0.436917938,0,9.525804758,0,4.208235973,0.111899012,0,36.37900485,0.000201375,30.0553547,0.073763664,0,2.157566164,2.38731E-07,0.570958758,0.001723397,0,12.70614676,0.005885795,7.37792567,0.010382884,0,64.75422152,0,49.63261515,0.090458889,0,102.8329246,1.535588392,0,0.056152015,0,10.18207894,0,0.002898202,0.010476938,0,44.85282967,0,36.69019019,0.053247349,0,2.319866083,0,3.11881E-06,0.002464522,0,13.32003385,0,1.890500764,0.020680669,0,1.448949501,0.000523627,0.070855141,0.243990089,0,73.42231686,0.001725241,36.44114212,0.139101719,0,24.5583511,0.000326741,0.020693036,0.031330552,0,6.776252834,0,0,0.01528309,0,1.602046723,0,0.131072708,0.002723199,0,6.166232902,1.38533E-05,2.07303172,0.009952617,0,2.174847328,1.41704E-06,0.036852336,0.003562394,0,23.84724092,0,0.002453193,0.010769483,0,0.239056248,4.55485E-05,0.000308037,0.000753201,0,18.76522771,0,8.870556244,0.035816611,0,43.09456661,0.029593525,8.875011163,0.039614654,0,10.97511961,0.150733485,4.776863607,0.007002111,0,14.79727287,2.83621E-08,0.000224293,0.024077404,0,84.50462213,4.1033E-06,0.051069723,0.027995245,0,17.64220758,0,11.96317325,0.018128547,0,49.12324224,0.000557639,22.4131254,0.032187456,0,19.06287229,0,10.88237274,0.017253808,0,52.1996086,0,3.426375645,0.06365108,0,5.661589289,0,0.002672389,0.015304038,0,461.0682165,0,0,0.161271314,0,489.4767264,0,7.519324453,0.450171866,-0.001300778
AUT_sa10,1.864914648,0,0.015219266,1.086922369,0,141.1417569,0,5.915599815,200.4339403,35.490088,2.998098109,0.000118026,0.019698379,0.793857072,0,1.553126162,0,0.006181498,0.164915556,0,1.429181354,0,0,0.145428582,0,2.020952677,0,0,0.791584212,0,2.618891768,0,0.043893219,1.296303513,0,0.133049641,0,3.07187E-05,0.011618003,0,6.369263371,0.000194354,0.108024867,1.393600905,0,166.3285354,0.013804279,0.903303237,23.59918729,0,2.120165097,0,0.039368784,0.37639189,0,6.78689201,7.78269E-06,0.111105678,2.851460911,0,0.18907166,1.35155E-07,0.001961262,0.073968755,0,1.842285934,0.000215393,0.045114909,0.19770492,0,18.45919356,0,0.17600824,2.038869985,0,20.84861053,0.078553592,0,4.317359287,0,2.139264746,0,0.000106099,0.284151179,0,10.06210841,0,0.139949732,1.471377462,0,0.147967215,0,0,0.033333371,0,0.813216577,0,0.046394,0.153335652,0,1.523216632,0.000182337,0.002598229,0.16534992,0,30.63456149,0.000317161,0.096001015,4.720156055,0,4.239829913,1.18998E-05,0.019202192,0.976792747,0,0.384825622,0,0,0.250545211,0,0.263724259,0,0.000401665,0.069915888,0,0.540213224,9.34017E-06,0.004771553,0.027477698,0,0.10388891,5.41766E-07,0.001524269,0.067791548,0,1.718022341,0,0.000808786,0.192150585,0,0.023409567,1.14974E-07,0.003285581,0.089915427,0,12.03188954,1.5528E-07,0.062792973,2.982629637,0,5.373134018,0.001288595,0.039209348,0.796540045,0,1.578094472,0.000340031,0.010691014,0.856094024,0,9.021426986,0,3.00039E-05,0.50088718,0,0.902294466,1.61955E-06,0.00324374,0.441512285,0,9.26506543,0,0.033733739,0.788172149,0,3.129697958,0.000163648,0.053176154,1.366780496,0,4.677422454,0,0.376625289,0.43299941,0,3.54928653,0,0.008607225,3.217548823,0,2.290774539,0,0.000827773,1.109414141,0,15.17959206,0,0,3.072189168,0,68.43940251,0,0.846253617,20.29134006,-0.00022161
AUT_sa11,4.445334803,0,0.018845009,0.084202328,0,258.5444474,0,6.877439623,774.7423017,-40.64621566,0.547516901,3.58393E-05,0.018464178,0.108292172,0,0.200300275,0,0.001228606,0.043614847,0,0.211655582,0,0,0.04544343,0,7.994162456,0,0,0.130178151,0,3.794474685,0,0.021227507,0.378148262,0,0.180204945,0,0,0.00169496,0,1.377106346,0.000187068,0.025503358,0.229491915,0,20.48710687,0,0.127113827,2.050020508,0,0.665504383,0,0.007595287,0.112851258,0,4.361571256,3.77151E-07,0.014998883,0.359033451,0,0.03275282,1.16039E-06,0.000334201,0.006799197,0,0.252878729,3.5653E-05,0.025101238,0.049745599,0,4.731098195,0,0.027150079,0.468542924,0,8.121635679,0.020516368,0,0.231682987,0,1.466107367,0,0,0.06058685,0,2.175488425,0,0.123164468,0.254211945,0,0.020163675,0,4.00121E-05,0.009449491,0,1.079029002,0,0.010099688,0.075476825,0,0.397220284,0.000131775,3.45522E-06,0.067958455,0,20.76737987,0.000283767,0.038964639,0.614375252,0,4.928169874,4.88516E-08,0.00015725,0.148953302,0,0.287608239,0,0,0.089454258,0,0.06789309,0,0.000291102,0.020131862,0,0.113806088,0.000121771,0.002687299,0.012860681,0,0.109228759,3.91535E-07,0.000188794,0.016998248,0,0.448657549,0,0.000591788,0.054491785,0,0.039661335,3.6155E-07,0.000141403,0.05881851,0,4.615187319,4.00711E-06,0.026973876,0.164029035,0,1.161874241,0.000432675,0.110007485,0.200397544,0,0.170779678,5.59279E-05,0.00178707,0.03761268,0,0.189063142,3.63865E-07,0.00027454,0.08582744,0,1.230617332,2.87641E-06,0.002142213,0.142500573,0,0.308356187,0,0.011213308,0.081150115,0,1.231606583,0.000131016,0.012887445,0.162747238,0,0.357823853,0,0.02892026,0.092340449,0,0.194146902,0,0.001497706,0.244929037,0,0.717096772,0,0.000749022,0.098273229,0,43.44374257,0,0,0.737072406,0,14.13681522,0,0.071055393,1.470045196,0.000126651
AUT_sa12,2.927312767,0,0.067611019,4.309787387,0,677.7017326,0,7.200574706,2252.1903,-0.731661813,1.732397899,0.000394149,0.090088683,7.561721085,0,0.614377577,0,0.029270541,2.980255969,0,0.441677437,0,0,1.387232085,0,4.931858903,0,0,7.274775052,0,1.369400048,0,0.036432822,8.120230348,0,0.262635047,0,6.69157E-06,0.040856847,0,9.17059161,0.000293936,0.284664282,21.92172436,0,77.26264453,0.003007037,2.522054826,206.7825226,0,2.137671254,0,0.066387631,4.438460575,0,6.584352508,2.22518E-06,0.326646422,14.812968,0,0.218294111,1.07299E-07,0.006284521,0.331413472,0,2.164679516,7.34138E-05,0.113797243,3.99432457,0,26.66061433,0,0.550643673,43.04662812,0,20.70187242,0.045934178,0,18.13842906,0,6.188134747,0,2.3112E-05,1.542799946,0,10.39923936,0,0.482308281,27.01622014,0,0.186933094,0,4.60816E-06,0.240907738,0,0.496027215,0,0.083372175,2.862366153,0,0.700800947,0.000192283,0.000569982,0.536119066,0,31.97741298,0.001134037,0.410711324,47.07683955,0,10.23469578,2.5919E-06,0.00096797,7.346767649,0,1.938410514,0,0,2.272176609,0,0.921086358,0,0.001726662,0.674534933,0,0.428120099,0.000121414,0.022333081,0.795699271,0,0.38534641,5.71318E-07,0.000570428,0.504548546,0,0.423896952,0,0.001267384,4.366993124,0,0.103582623,4.87293E-07,0.001678238,0.020145938,0,5.281119793,1.10474E-08,0.13219783,11.88397322,0,3.680930086,0.005822456,0.149371566,11.89915307,0,0.547535111,0.001609857,0.051044878,1.511922013,0,1.729503295,4.1906E-08,0.001125033,9.178498018,0,16.98663017,2.01104E-05,0.04232217,2.987781216,0,3.885168725,0,0.139190962,7.174307302,0,6.908644354,0.000222602,0.246023189,12.51937941,0,3.146802147,0,0.159791244,5.18616294,0,1.714766644,0,0.037447558,9.502670928,0,0.466399401,0,0.00115799,2.02544153,0,31.18791705,0,0,45.4760774,0,151.3465478,0,1.242422214,151.8098021,-0.001791654
AUT_sa13,3.570013312,0,0.021435783,75.47601745,0,579.7840414,0.323473797,18.28714908,1291.331896,171.6655562,11.23186463,0.001479036,0.01887087,73.60674351,0,7.477534413,0,0.000672518,39.28767879,0,1.340420496,0,0,38.84711066,0,20.52641447,0,0.000104023,67.7208538,0,2.166462465,0,0.252900263,345.348881,0,0.321524014,0,0.000309284,0.772267384,0,28.17129457,0.000549204,0.182915373,177.6548589,0,161.6568362,0.135667785,1.324905389,1481.860957,0,12.10525099,0,0.033169563,38.85069071,0,23.44759749,7.29852E-05,0.044463265,316.6136981,0,0.656238967,1.39098E-07,0.000655199,2.572389098,0,2.206475453,0.002138313,0.09166268,42.83313597,0,55.76849571,0,0.331034982,383.930816,0,26.66185868,0.581518311,9.22807E-05,186.6322037,0,15.24874163,0,0.001047761,47.56114685,0,50.74581709,0,0.298129664,175.3629207,0,1.595423712,0,3.14583E-05,8.665546888,0,0.598897708,0,0.097630945,32.67118377,0,1.67936721,0.000244913,0.025494706,7.341728721,0,35.31427633,0.000738425,0.053405408,504.3264458,0,7.056662161,0.000117129,0.007570682,119.4954832,0,3.037399343,0,0,80.43932863,0,4.543305488,0,0.005624988,10.48274511,0,1.406899877,8.32505E-05,0.001532397,3.718837475,0,0.579689859,7.27695E-07,0.013520533,7.411756065,0,1.244044732,0,0.001718972,49.39627366,0,0.228727305,1.66149E-05,0.000990729,0.847095107,0,16.43881106,0,0.405643375,55.04308149,0,10.60752494,0.045116613,0.250542518,160.6238085,0,0.670601884,3.39283E-05,0.000136323,32.84340261,0,4.509794695,2.86077E-07,0.000387681,73.21229853,0,61.98105612,7.72018E-06,0.011733146,126.7179972,0,4.080732325,5.42656E-07,0.063842524,61.69443409,0,29.32552303,0.000384244,0.085877501,118.0534132,0,8.722510331,0,0.083237919,74.54018603,0,8.63114492,0,0.012665703,219.7958402,0,1.325823851,0,0.002777447,80.06875883,0,111.0796637,0,0,626.4580662,0,110.256764,0,0.582289846,962.4140289,0.00098149
AUT_sa14,13.99745054,0,0.038691621,24.82347603,0,506.9341768,0,43.86147022,445.4299929,680.1315397,12.30746781,0.063688441,0.743150268,28.22625033,0,9.202864294,0,0.011610526,13.45919423,0,2.040255509,0,0,26.95426377,0,20.58885906,0,0,26.44218224,0,17.0141475,0,0.357597732,164.0223905,0,0.648674017,0,0.000512688,2.143775192,0,21.52080154,0.000332452,2.156591332,49.7614899,0,413.0331737,0.230390231,50.57423715,679.3064744,0,34.09482731,0,0.960641564,33.7188001,0,36.73174251,0.000122528,1.645811642,84.88923272,0,0.942259786,1.04091E-07,0.016652713,9.058345825,0,7.578666616,0.003605155,0.104580634,11.05932009,0,106.9018783,0,14.65755944,89.24143503,0,180.7182028,0.910472599,0,182.9765715,0,8.996162363,0,0.001770769,58.73485133,0,95.24218946,0,8.561330324,197.874143,0,0.572570963,0,0,2.54438954,0,3.835873328,0,0.473994678,19.20594928,0,2.342720097,0.000209377,0.043289543,5.921084401,0,138.6994493,0.000936222,0.210626423,303.5019043,0,9.94108917,0.000198573,0.013191325,82.08421996,0,3.744163913,0,0,27.15816202,0,5.683620951,0,0.288065499,11.17702841,0,1.037156835,3.81441E-05,0.072840878,2.851344219,0,1.161419489,6.2211E-07,0.02247899,16.89617981,0,6.732485282,0,0.000701751,8.44314555,0,0.755881799,1.79647E-07,0.000129826,0.489918791,0,13.5346383,0,1.637655914,20.05101075,0,17.11115418,0.078900128,0.472202366,36.23976444,0,17.55792703,0.00065052,0.021284025,32.59897933,0,11.16628038,0,0.000325824,38.59389145,0,3.929061936,1.96682E-06,0.016005962,31.13361703,0,8.484893009,0,2.488771038,19.29593021,0,30.63952569,0.000165046,4.29796431,95.76544169,0,21.92818328,0,0.717192173,30.4510444,0,10.16787956,0,0.653248902,76.98537507,0,5.264764925,0,0.003014697,7.118387786,0,101.5829152,0,0,349.8704005,0,68.36393382,0,1.699462539,505.4588221,-0.000831276
AUT_sa15,74.42701278,0,0.013179545,103.7412072,0,353.0649043,0.03585407,11.03710012,357.327667,230.4283241,56.00747392,0.000846183,0.008178693,47.69468831,0,5.038030128,0,0.001676237,17.21879579,0,11.47277005,0,0,13.11028005,0,136.6420082,0,1.14786E-05,68.51258048,0,26.84443962,0,0.716088289,54.42572325,0,1.275264395,0,0.001085017,0.51265788,0,16.40469112,0.00033841,1.035789658,75.04186054,0,1262.357816,0.487215606,9.318595947,2313.747846,0,13.12422126,0,0.208582938,11.2771549,0,135.9832396,0.000258323,0.938494208,252.3934371,0,1.04938739,1.36725E-08,0.012761004,3.38862353,0,37.45156386,0.007602188,0.116107469,10.63855592,0,249.4144627,0,1.348797065,93.39641687,0,470.4411814,1.882379748,1.01829E-05,195.443308,0,34.09723206,0,0.003745272,11.71272487,0,133.9987156,0,0.017496325,90.71090735,0,0.173988077,0,0,0.29053021,0,0.856700516,0,0.260821373,1.369092197,0,5.841864109,2.4479E-05,0.091535192,6.141054813,0,350.1946585,0.001970632,0.106880773,286.9287147,0,42.45400142,0.000419953,0.026717182,52.8903496,0,6.330525352,0,0,7.2542094,0,1.584505622,0,7.02559E-07,2.224482535,0,3.546681163,2.90771E-06,6.45093E-05,1.535875106,0,0.404806738,7.27329E-08,0.046835242,1.324480093,0,2.46330679,0,0.00023531,1.677905116,0,0.252127536,1.83339E-06,0.071474849,0.101213192,0,79.99086396,0,0.61014703,72.5104777,0,17.76551038,0.038215887,0.358371228,65.73287631,0,13.30390522,0.00011778,9.70586E-05,22.51942575,0,21.79118489,0,0.000284529,58.25538932,0,124.2107468,1.40025E-06,0.52880197,53.8444294,0,41.62752532,5.98803E-08,0.00814835,33.51925118,0,55.22791848,7.42864E-05,0.002547,50.72596882,0,26.4119182,0,0.056231811,25.08243499,0,32.6236119,0,0.016226556,79.70937991,0,31.42956575,0,0.00035457,30.57910675,0,780.0113479,0,0,722.1055485,0,69.57745721,0,0.631121107,52.26753673,-0.001303925
