"","AUS","AUT","BEL","BGR","BRA","CAN","CHN","CYP","CZE","DEU","DNK","ESP","EST","FIN","FRA","GBR","GRC","HUN","IDN","IND","IRL","ITA","JPN","KOR","LTU","LUX","LVA","MEX","MLT","NLD","POL","PRT","ROM","RUS","SVK","SVN","SWE","TUR","TWN","USA","ZRoW"
"AUS_sa01",9655.49559,0.467213014,7.900513856,0.0010989221,0,2.955452891,129.824543956,0.000192699,0.146355292,14.19373665,0.030784985,3.897097099,0.0017914195,0.136088483,5.343925321,13.91357452,1.407939727,0.0011042999,24.716514061,27.568896424,0.263598521,6.6593916,98.520793812,8.772788323,0,0.637473376,0,0.03202702,0.017486552,10.41744984,0.533964379,0.074178856,0.017647267,0.234382446,0.0264684375,0.0100766278,0.514009989,0.060045951,17.95882167,63.03869177,179.912850641
"AUS_sa02",2851.30058707,0.034524201,14.21347890665,0.005868555,0.008252467,0.25177396,0.527898885,0.0001476995,0.000969677474,16.391923502,0.041483245,0.033943018,0.0002901273,0.00782047,0.0697644325086,0.269626443,0.012545301,1.097515906506,0.09597851,0.08727784,0.011043056,0.045712306,0.0298195362955,0.086378331,0.00011773,0.0001585633,0.000154604,0.009523935,0.0002350692,0.626494286,0.0070725762,0.034523622,0.0036791453,0.0013674276,0.005076894337,0.002985719,0.058731372375,0.003147809,0.0477825683,0.683761935,0.150700713
"AUS_sa03",23118.58777101,6.844143108,17.915897945,0.497696216,1.111806065,303.247436184,215.465265918,1.42307484122,4.547230517808,118.576601869,44.286601153,18.720396769,0.9208915823,7.81434720874,55.855880344,908.2109300226,5.1676473126,2.414413206,147.032060415,2.71927355,63.950366119,4.555013339707,2485.677226593,636.298082856,0.0934644793,0.02670674067,0.715395482,57.838568747,2.58385929562,64.79507862,3.590713492,0.316505217,0.47164071586,19.95396106044,0.240832847,0.168530242387,24.55848261,1.841803107,284.6595296636,1781.420938509,2284.251761916
"AUS_sa04",1622.456459539,0.92734978,1.0251458845,0.1469726703,0.1558505,19.24986226,182.439715539,0.108832003,1.5888646364719,27.112682178,0.940920226,1.979210757,0.04525460075,0.52082967,7.703022661,86.858877423,0.76786498,14.980807767,9.130721807,3.445825401,2.03209347,7.976043807,41.0116078393,12.648246449,0.1673367926,0.198789520462,0.014167728,0.5403140002,0.0122508348296,1.571680658,0.812524781,0.0939372096,0.47589195797,5.053856672659,0.321703039,1.127324795,5.199306182,2.301849703,11.76522968446,231.851927395,74.747786458
"AUS_sa05",418.406261286,0.239149056,0.2643691525,0.03790196236,0.040191409,4.964239607,47.04836106,0.028066077,0.4097434411736,6.991938351,0.242648655,0.510407588,0.0116704569158,0.134313858,1.986489512,22.399551488,0.198020417,3.863317051,2.354670921,0.888624672,0.524045252,2.056897445171,10.5762547735,3.261785743,0.0431535538,0.051264721033,0.003653636,0.13933856117,0.00315929957476,0.405311953,0.209537478,0.02422493833,0.122725124514,1.303310901194,0.082962204,0.290719509,1.340820074,0.593611179,3.03406946611,59.791000766,19.2763030346
"AUS_sa06",272.184005995,0.126949606,0.1579844328,0.01864727,0.063474836,1.556116162,2.326124431,0.015963431,0.0251738653612,0.94530942,0.037198383,0.331139092,0.002699576255,0.053694891,0.618943722,2.682667266,0.054822249,0.007452919,0.619048963,0.9732826,0.0666976363,0.36631151754,2.0810386543,0.598287104,0.00226126249,0.00473075006,0.001906276,0.096624549,0.004057169027,0.216370406,0.0343402292,0.069058782,0.018339066476,0.80947978536,0.009619255,0.013653924,0.101514778,0.160322811,0.72777267436,11.312160236,7.007226955
"AUS_sa07",7057.01471658,0.25279389,0.4182549344,0.021649824,0.258929718,3.504482674,6.646454175,0.042158166,0.1466459456,4.280584313,0.460475044,0.77671837,0.017685514762,0.378836885,2.361594736,23.424306287,0.164898942,0.057285578,1.900071371,1.595485302,0.950687349065,0.6773613625,2.700290641,15.895420989,0.01483872348,0.017073982,0.01271669,0.299104169,0.0168687483,1.562853546,0.1827810909,0.226892448,0.093617153,0.4951869288,0.074572951,0.021574741,0.42774021,0.844439787,5.136633526,50.634774946,64.83207043
"AUS_sa08",5413.54606514,0.068765516,0.0619104286,0.007622591,0.131473332,15.210745601,3.965335282,0.020440929,0.0473686260913,62.843981986,0.025423561,0.326635696,0.001674026185,0.126137027,43.503161711,3.800728316,0.044398662,0.0147145,1.372926243,0.198898951,0.096511061466,0.253146059,66.67482567908,3.496457338,9.688508e-05,0.00324082616,0.001601705,0.121964071,0.004379742547,0.267353757,0.0425087471,0.09049298,0.00360665052,0.0483526648,0.013617881,0.006661886,0.113756931,0.403195576,2.17502634979,24.982982001,61.320165605
"AUS_sa09",4849.2601455,4.520085562,3.037538541,0.143121888,8.816968953,56.105195758,124.744081133,1.303754367,3.513899503436,53.973703552,1.571660029,22.122294127,0.11888328158,8.963961082,39.312088446,170.97253787257,2.481500284,1.145177589,14.403693906,7.977939675,6.480944317,15.94976200745,53.023665403,62.516833871,0.009162974,0.0077861381696,0.027915708,5.29168310233,0.2370118708,18.918624027,2.834184289,6.829352441,0.08176618964,1.85167030406,1.018613474,0.37401065698472,7.168541096,30.50788144,115.91594449243,230.048317128,418.634193021
"AUS_sa10",1756.21305007,0.322354973,0.2318769763,0.030185414,0.498823925,3.185535465,9.925009762,0.054725481,0.0881924306374,3.590227737,0.225778812,1.616128091,0.015569789582,0.180152967,1.94879807,8.622792774,0.259090849,0.034776272,3.600445843,1.663717253,0.227975134,1.02340210107,5.463297455,2.742038201,0.0098896557,0.0183935953,0.0063409,0.64810396,0.013672236302,1.028375602,0.1986214779,0.168397535,0.026989147698,0.38786243448,0.051327255,0.014501132,0.660645471,0.583409836,2.64638822961,21.252420334,79.422425409
