"","AUS_sb01","AUT_sb01","BEL_sb01","BGR_sb01","BRA_sb01","CAN_sb01","CHN_sb01","CYP_sb01","CZE_sb01","DEU_sb01","DNK_sb01","ESP_sb01","EST_sb01","FIN_sb01","FRA_sb01","GBR_sb01","GRC_sb01","HUN_sb01","IDN_sb01","IND_sb01","IRL_sb01","ITA_sb01","JPN_sb01","KOR_sb01","LTU_sb01","LUX_sb01","LVA_sb01","MEX_sb01","NLD_sb01","POL_sb01","PRT_sb01","ROM_sb01","RUS_sb01","SVK_sb01","SVN_sb01","SWE_sb01","TUR_sb01","USA_sb01","ZRoW_sb01"
"1",0.0019942551044276,1.61065209768637e-06,2.96826075827598e-06,1.36480380426826e-05,2.31974068752318e-06,5.65700783031665e-06,1.19727200122223e-05,1.71157998933733e-06,2.21802925089504e-06,1.83472982107346e-06,1.9277033920334e-06,1.61597763926422e-06,1.65378613402735e-06,5.33908280229059e-06,1.48980738253149e-06,3.96743853593166e-06,1.82566240911783e-06,1.47689827666203e-06,2.059690695715e-05,1.02454500545154e-05,9.41978292879347e-06,2.17264240528513e-06,6.75584288370112e-06,1.81521187397628e-05,8.19675500058761e-07,2.34000869584809e-06,1.11374099399698e-06,1.18206792892117e-06,2.67016643371541e-06,1.2396660642678e-06,9.838313693121e-07,1.69491930795779e-06,1.00407516091809e-06,1.69645128147378e-06,1.5119684656958e-06,3.2924267365917e-06,1.97492170146587e-06,1.63660073136118e-06,1.03814245653591e-05
"2",4.13472080966904e-06,0.00445927302087166,1.66611647053856e-05,4.91283140020294e-05,2.98159820244418e-06,4.54294896753184e-06,5.04260254521265e-06,1.59802564900789e-05,7.69729737668514e-05,3.66855143688671e-05,1.24093365516404e-05,9.09113890335657e-06,1.62812284700203e-05,1.39820007201004e-05,7.25980208023344e-06,9.18397092682799e-06,9.33716260488186e-06,0.00013534241910121,3.38834663192554e-06,3.93668060230997e-06,1.36379479539338e-05,1.98424743773478e-05,1.59576288644647e-06,3.62546293688649e-06,1.69243192112497e-05,1.81330817348116e-05,2.72273759217508e-05,2.88257000905925e-06,1.17468671919085e-05,3.42200018208823e-05,7.84407421611511e-06,4.39771755291337e-05,8.73611316796108e-06,8.40144114483168e-05,0.000159779692831775,1.1936732193453e-05,9.26057683941842e-06,2.2827938717696e-06,1.49976188825464e-05
"3",4.95745771395757e-06,2.54143456944774e-05,0.00400701584314477,2.51500488302779e-05,6.03777259719853e-06,4.54069444047692e-06,7.15115030559889e-06,3.01494537702937e-05,3.29782717239977e-05,3.32342254884986e-05,3.59312559437479e-05,1.97568334975882e-05,3.59685389456122e-05,3.86940209565153e-05,3.88556891758914e-05,2.51176902048936e-05,2.32334407687049e-05,3.28054051043462e-05,7.56795441082625e-06,1.41919172127588e-05,2.75026225680119e-05,2.31682445515094e-05,2.04071252080151e-06,6.21303649833744e-06,2.23820588504673e-05,0.000289923445869809,2.5194607255521e-05,4.15722667534988e-06,9.70490784656684e-05,2.53493557448162e-05,2.33462086346639e-05,1.8202355959373e-05,1.01783466148091e-05,3.00402024536861e-05,2.79728415011786e-05,2.95026157281019e-05,1.47967208296684e-05,4.19035326273556e-06,1.75272802333838e-05
"4",3.62847905095184e-06,7.70898270047647e-05,0.000151553154751416,0.115980196564165,1.26270629425785e-05,7.42432649574852e-06,7.35391195309412e-06,0.000135843249589904,8.47819818530056e-05,3.39133186043232e-05,1.48077028858179e-05,3.21483077652296e-05,6.71541681236763e-05,2.54065432882812e-05,1.68143482098734e-05,1.48947963534977e-05,0.000310988456409413,6.44446309235725e-05,1.37686332738273e-05,6.02155937161483e-06,2.77719443516872e-05,6.60795349598228e-05,1.61735914300605e-06,8.00993595339795e-06,8.06876813459117e-05,8.05071839539106e-05,9.89175564425109e-05,6.21697906249529e-06,2.50848610166431e-05,3.70172378234538e-05,1.5405314270975e-05,0.00028546345307277,5.84892865809647e-05,6.4378124886088e-05,8.84138541325069e-05,1.63527628624252e-05,0.00024237939025016,4.15927362957674e-06,3.82846606211336e-05
"5",1.39420667538817e-05,4.25534856949365e-05,6.53541191607634e-05,0.00019445122330374,0.0232014437015154,4.39567488412792e-05,6.58357521232291e-05,3.39091148762653e-05,2.60306489949814e-05,5.25644615783614e-05,2.9729257521842e-05,3.74216129776987e-05,2.66146873200817e-05,2.98129872781573e-05,3.58610418253978e-05,2.95741089046593e-05,2.56938664868148e-05,2.97451699835414e-05,4.61153212938972e-05,2.24300748741521e-05,3.33158854283886e-05,4.23298583365844e-05,1.3559077555469e-05,5.07875423704852e-05,1.43978548056144e-05,3.99926774678949e-05,2.00347830522542e-05,6.62103500693999e-05,6.62589659066033e-05,3.28108422415357e-05,0.000139932632735741,6.80886106618804e-05,2.25647769601292e-05,2.84995130600099e-05,3.77793985515948e-05,0.000112116770645574,2.52266061490446e-05,2.69016072684495e-05,9.59262175929282e-05
"6",1.25011125955346e-05,1.09958865805088e-05,1.3653863329315e-05,1.34386534216654e-05,1.38488640847006e-05,0.00375371305469554,1.60383868261725e-05,8.75235041363313e-06,9.48339886007233e-06,8.07413898588438e-06,8.68715921303567e-06,5.49911668096014e-06,1.34162020479149e-05,8.88362000369642e-06,6.25917381876378e-06,2.25016212525026e-05,4.83485048644139e-06,7.24780693927932e-06,1.27036838655796e-05,7.4900722033572e-06,2.27857795032766e-05,5.68209362658669e-06,7.22770979378497e-06,1.33612207099252e-05,3.48004743290147e-06,1.91493789216586e-05,5.29049339988443e-06,2.41594406111308e-05,1.53159307172276e-05,6.69398064152153e-06,6.86453348024197e-06,1.03262663514041e-05,3.583444780159e-06,1.05252085842085e-05,8.99733550365108e-06,1.05196724604238e-05,4.90580919420316e-06,4.63756514818125e-05,1.91914671152425e-05
"7",0.00177833534396298,0.000726223309515886,0.00121287660681113,0.00158777497860577,0.000616035370835495,0.00134611227633319,0.116944260010609,0.000972656481687616,0.00198582952943111,0.000986980591190209,0.00110978469228429,0.000621971018655947,0.00254695852921977,0.00103950624335674,0.000622275684274307,0.000886897758565751,0.000563322727822183,0.00217163009872542,0.00231830344547599,0.00124735528472135,0.00205096968006889,0.000652049790233204,0.00113872492870515,0.00439200405286549,0.000802266252575115,0.00176176465381025,0.000611323586777773,0.00177206575007042,0.00176177921946748,0.000959010507195999,0.000510806097781136,0.00101569122822602,0.000584402656038347,0.00120481223472186,0.000601327210825381,0.00088258266224557,0.000954596099644848,0.000911341780386077,0.00313154634959112
"8",1.19185248503021e-07,5.98520243530484e-07,1.33106897955692e-06,7.76712675968114e-06,1.02225956386627e-07,9.4732430831409e-08,1.79980941745795e-07,0.0116091466204553,7.66979418103908e-07,6.37533869639167e-07,3.58497000398405e-07,2.59140758431904e-07,1.61735886163523e-06,6.36080721628715e-07,2.40451742883041e-07,6.84046367593457e-07,5.93466673077979e-06,1.37808359242795e-06,3.40455987227236e-07,1.91351753719321e-07,5.52332334411373e-07,4.58465681988812e-07,7.15750491629475e-08,2.77664852038271e-07,5.08522893682939e-06,6.96353561892552e-07,3.45889487789326e-06,1.13345041621142e-07,5.37197116945518e-07,1.04496477668324e-06,4.34747341572813e-07,1.47169137313212e-06,3.43129841665093e-06,2.72224296814588e-06,2.5918964766416e-06,2.54017069291436e-06,3.14784903795269e-07,1.27236128009538e-07,1.8086910791415e-06
"9",3.27116812589003e-06,0.000115997378633337,3.09441499014393e-05,9.04373735489402e-05,3.63880134423803e-06,3.54730063982871e-06,4.76297790847028e-06,1.02155339989931e-05,0.0121965813541804,6.97256555571508e-05,1.36399720859242e-05,1.42937708383942e-05,4.82106718240248e-05,2.24505748197907e-05,1.34653800449382e-05,1.29250090842087e-05,1.00453933558315e-05,0.000133705333226259,3.46145930994416e-06,4.01358163874863e-06,1.58036946276342e-05,1.59949478372024e-05,1.26391125696572e-06,5.59183008455287e-06,5.4307538077436e-05,2.24971218693588e-05,6.65673459428721e-05,3.85004305513264e-06,2.19087448359639e-05,0.000102911223442741,1.13964088222766e-05,7.38632307788256e-05,1.98057890653391e-05,0.000643107367100968,0.000123040876506597,1.82436524528736e-05,1.62632483869551e-05,2.5820141320806e-06,1.53582222852261e-05
"10",2.43633896569418e-05,0.000297448573034606,0.000203587351040181,0.000152063022718614,3.71222605976982e-05,2.44073476169683e-05,4.9915276378823e-05,5.79550250419058e-05,0.000393275122240395,0.00348813409404547,0.000118990146265813,8.81188630780532e-05,0.000126889538448974,9.3735114924373e-05,8.6998603139534e-05,6.29566193315814e-05,6.2482389088929e-05,0.000336449950491555,2.90204109926502e-05,2.27296438416305e-05,7.85020498487996e-05,8.1119467215466e-05,1.03991664156699e-05,3.99395898540253e-05,0.000129843438246767,0.000236235699768025,0.000133284268542611,3.17796060543065e-05,0.000142367813749999,0.000197367307925681,9.42612371614478e-05,0.000121801987073732,5.07014786956915e-05,0.000313669860388361,0.000217604129885801,0.000114253300182432,6.97934067263727e-05,1.63195891959218e-05,9.08224060250099e-05
