"","AUS_sc01","AUT_sc01","BEL_sc01","BGR_sc01","BRA_sc01","CAN_sc01","CHN_sc01","CYP_sc01","CZE_sc01","DEU_sc01","DNK_sc01","ESP_sc01","EST_sc01","FIN_sc01","FRA_sc01","GBR_sc01","GRC_sc01","HUN_sc01","IND_sc01","IRL_sc01","ITA_sc01","JPN_sc01","LTU_sc01","LUX_sc01","LVA_sc01","MEX_sc01","MLT_sc01","NLD_sc01","POL_sc01","PRT_sc01","ROM_sc01","RUS_sc01","SVK_sc01","SVN_sc01","SWE_sc01","USA_sc01","ZRoW_sc01"
"1",0.100929157525711,8.23836392326922e-05,0.000151196698531975,0.000699133651534237,0.000118010411580371,0.000285908817210968,0.000600468558853427,8.77879578042709e-05,0.000113157302737067,9.34918970667295e-05,9.75803199124398e-05,8.31668928884629e-05,8.56511721372247e-05,0.000270614072836049,7.61196796789864e-05,0.000201265577950642,9.43621997400345e-05,7.49072809560641e-05,0.000519839315233929,0.000477701907208705,0.000111297218767769,0.000340360268087738,4.24997201324198e-05,0.00011936646374901,5.85591304457326e-05,5.88717740167668e-05,9.67661182209258e-05,0.000135937304364989,6.36560163277405e-05,5.15670818566837e-05,9.04030894833971e-05,5.10556513639916e-05,8.68379814245825e-05,7.8381558438785e-05,0.000167811402008669,8.29877184132841e-05,0.000566803335504726
"2",0.000278792784624826,0.300614978295017,0.00112086544276787,0.0033112882006782,0.000197630432890101,0.000305983651215848,0.000344764800829946,0.00107249204838542,0.00518625744694973,0.00247147269302543,0.000834818736303388,0.000609416967207206,0.00109158103363167,0.000940841430047234,0.000487150370387555,0.000617516815661907,0.000627879869299044,0.00912252969254742,0.000257453610931583,0.000914868391889936,0.00133464308078882,0.000108120912501911,0.00113851798127507,0.00121839314311199,0.00182942331403188,0.000194532087193413,0.00183441676935667,0.000787927409558158,0.00230545758736135,0.000525236661338964,0.00296301197550652,0.00058903061456411,0.00566032155500666,0.0107674275890476,0.00080076182774422,0.000152374260065704,0.000866405595094037
"3",0.000238488409585206,0.00122013619927166,0.192632336988864,0.00120676064406185,0.000288237919887677,0.00021827152164506,0.000347956501831414,0.00144641101138232,0.00158363320229038,0.00159663197915282,0.00172633232907147,0.000947509189277004,0.0017253050205677,0.0018591048927844,0.0018665125634772,0.00120647803831121,0.00111561038826822,0.0015763247252176,0.00067736176089206,0.00131946377672776,0.00111177263224768,9.86711738071946e-05,0.00107442334595308,0.0139352928644628,0.00120729083684327,0.000200245839651212,0.00130121164936201,0.0046631142617261,0.00121763540149928,0.00111994518326533,0.000873169399090437,0.000489394997094722,0.00144206854325034,0.00134210430391005,0.0014158396429275,0.000200576242015541,0.000751730054518825
"4",4.73083432621146e-06,8.86742477595612e-05,0.000174145442060647,0.133257201222448,1.48660694575719e-05,8.76251653452105e-06,9.91459293961476e-06,0.00015644736951635,9.75532275011063e-05,3.90006287516854e-05,1.72919855601631e-05,3.69808386903788e-05,7.74509444211472e-05,2.93389736609734e-05,1.94306028416371e-05,1.72104133528639e-05,0.000356819119631257,7.42944964744267e-05,7.71776431564609e-06,3.23560100772586e-05,7.59147382814852e-05,2.33817459818882e-06,9.27458951826031e-05,9.28134766202485e-05,0.000113856435687795,7.53077718988086e-06,8.76363159007743e-05,2.91946560507908e-05,4.24317076967132e-05,1.7618259249855e-05,0.000326488444739261,6.71325043231854e-05,7.42142231921174e-05,0.000101533695944645,1.90179862540388e-05,4.99341974230437e-06,5.28234163843461e-05
"5",0.00028260595869708,0.000864345144746802,0.0013302457173595,0.00397962695250616,0.47347020430708,0.000895750128119943,0.00134445076866584,0.000683921829559491,0.000526756963544462,0.00107023101946032,0.000603188539899608,0.000758673128110844,0.000532806502602575,0.00060533143971838,0.000728163646538594,0.000600614960057408,0.000524111210899552,0.000603645503631559,0.000443810661428504,0.000671828421982161,0.000859566113859315,0.000275699475581249,0.00029007326602783,0.000809311724078002,0.000399474921203329,0.0013496578725942,0.00101523177159342,0.00134520146879068,0.000667792087721736,0.00285102223220761,0.0013926945144935,0.000460879222694292,0.000575884145229957,0.000765643782765868,0.00228163161038587,0.000546050723541993,0.00172404636696843
"6",0.000844618464908013,0.000742255069906774,0.000922558758156091,0.000918956326186087,0.000934164347206849,0.254091547555653,0.00108432939674368,0.000588202452686677,0.000639665070626343,0.000545332063361981,0.000586042722354524,0.000369818177577815,0.000902730545439478,0.000599695399051496,0.000421807262842484,0.00152159545507538,0.000327785333620091,0.000488645062969651,0.000499486352269205,0.00153804902671553,0.00038259590859499,0.000488198819314453,0.000233703402517354,0.00129262629793617,0.000353416111736317,0.00163413688432176,0.000349271623739528,0.00103301283265452,0.00045236796747912,0.000462597986082441,0.000702279077256939,0.000242852727507711,0.000709481160318959,0.0006065804938004,0.000708812844047443,0.00313757101333697,0.00117851409665897
"7",0.000475379628802331,0.000194328293072052,0.000324793542892559,0.000434474840458539,0.000164140094803378,0.000359125356103836,0.0312695946049954,0.000259929943311922,0.000531030769193962,0.000264115388688027,0.000296477416553518,0.000166852304866176,0.000681103264539578,0.000277842737008464,0.000166431511340834,0.000237164218793078,0.000152302337485944,0.000579725441249206,0.000333180201965253,0.000547541681192512,0.000174924933033385,0.000303557803084068,0.000214655099723564,0.000471097742619545,0.000163740858642259,0.000472368546611858,0.00056619206006544,0.000470761009660325,0.000256890833997068,0.000137362390070513,0.000275761283565693,0.000156072887790893,0.000321679970755176,0.000161622998768651,0.000235884364487302,0.00024322633694141,0.000833608216392786
"8",1.22728507302456e-06,6.19562234863369e-06,1.38584153740589e-05,8.12574812671542e-05,9.84370553740932e-07,9.77805719758069e-07,1.94509060846135e-06,0.121331013360136,7.95055393107084e-06,6.62567701306046e-06,3.69958436827317e-06,2.63093003890024e-06,1.67565682988993e-05,6.60471145820952e-06,2.45951898845728e-06,7.10849378624493e-06,6.20061649392922e-05,1.43619725547953e-05,1.80184835540339e-06,5.66099811578023e-06,4.72474903398514e-06,7.44890821335342e-07,5.30918598818059e-05,7.17945646449544e-06,3.60099828294924e-05,1.17613322751284e-06,1.92839523157336e-05,5.51612974895071e-06,1.08915269053565e-05,4.46850006996385e-06,1.53888028279546e-05,3.58670094449034e-05,2.83697818455593e-05,2.70033258028213e-05,2.64554048740895e-05,1.29050093622579e-06,1.54881667767687e-05
"9",0.000139959720808536,0.0049320106916787,0.00131479579188652,0.0038425684303208,0.000153347074833769,0.000150915679128106,0.000206352198622263,0.000432338350114081,0.518709307087421,0.00296454053329058,0.000579494246712741,0.000606149571698496,0.00204727385409537,0.000954021295509391,0.000571577237800739,0.000548867349291294,0.000425890363277876,0.00568568620719497,0.000167501649300711,0.000670140429348349,0.000678644129130208,5.46117040513883e-05,0.00230834065829832,0.000955016957337309,0.00282802779770785,0.000164098664475169,0.00061557304001166,0.000930068935420791,0.00437581592466847,0.000482740016582802,0.00313881214167223,0.000842240413455107,0.0273492359756356,0.0052307059619195,0.000774047806025633,0.000109217845620809,0.000586905185046989
"10",0.00248124925365345,0.0302235738437196,0.0206822426236322,0.0154489147222104,0.00375134242926169,0.00247957268969697,0.00510909506401736,0.00585982879310602,0.0399643488843575,0.354622026778632,0.0120863791867589,0.00893516570441619,0.012858334487212,0.00951801302080926,0.00882940485287391,0.0063893676775682,0.00634042729462376,0.0341953591426978,0.00225885714118213,0.00794998192931824,0.00822626669128628,0.00106301024963254,0.0131836776688598,0.023990726663044,0.0135086136267735,0.00323214935019458,0.0127646688951435,0.0144475793508334,0.0200553931013955,0.00955844828860955,0.0123675197162301,0.00515450510996991,0.0318664072355722,0.022095894885361,0.0115888913569067,0.00164888080614897,0.00824824453751284
