"1,306",140,417,891,"8,627","1,766","1,070","1,070",151,854,949,685,"1,312",613,772,"1,061","1,661",955,715,"2,172",314,662,0,523,35,0,"13,907",754,"1,053",685,"1,118",464,997,249,114,"2,772",386,211,315,221,443,213,0,221,280,0,0,0,0,304,634,"1,152","1,021",716,0,0
767,82,245,523,"5,064","1,037",628,628,89,501,557,402,770,360,453,623,975,560,420,"1,275",185,389,0,307,21,0,"8,164",443,618,402,656,272,585,146,67,"1,627",226,124,185,129,260,125,0,130,165,0,0,0,0,178,372,676,599,420,0,0
290,11,55,784,"2,015",419,229,615,15,197,205,150,295,250,262,274,381,209,148,527,38,210,0,197,5,0,"4,739",566,"1,592",928,365,90,154,34,12,633,66,23,96,26,152,15,0,28,100,0,0,0,0,174,913,655,244,71,0,0
105,5,20,536,722,147,86,77,4,318,66,43,98,44,62,76,123,65,48,171,14,52,0,32,1,0,"1,225",55,147,86,206,22,56,722,193,229,21,12,40,9,23,4,0,7,51,0,0,0,0,132,141,83,66,26,0,0
40,4,7,579,429,99,51,32,1,78,40,27,57,34,52,59,88,37,25,80,4,33,0,27,1,0,805,72,568,331,88,61,708,446,14,94,39,12,70,24,177,6,0,46,218,0,0,0,0,149,"1,753",165,47,51,0,0
62,5,11,99,360,68,38,39,2,34,33,32,50,54,51,37,63,33,24,123,9,22,0,16,0,0,859,101,226,132,343,"1,413","2,410",618,8,112,10,25,17,6,12,2,0,4,24,0,0,0,0,9,185,55,36,15,0,0
4,0,0,5,21,16,1,6,1,4,5,13,13,15,16,19,27,16,4,19,4,18,0,0,0,0,165,48,180,105,0,0,0,6,0,4,2,1,3,1,29,0,0,1,10,0,0,0,0,25,17,1,1,4,0,0
25,3,1,249,215,171,80,142,2,27,69,56,58,201,178,59,86,55,17,79,20,69,0,27,0,0,"2,689",160,913,533,24,51,894,32,2,40,23,17,136,25,70,5,0,22,116,0,0,0,0,33,"4,726",178,22,34,0,0
0,0,0,3,179,99,33,48,1,35,123,66,36,23,9,18,62,18,2,60,1,120,0,2,0,0,288,85,255,149,0,9,15,32,5,101,72,49,195,81,211,20,0,52,67,0,0,0,0,113,120,"1,453",46,13,0,0
0,0,0,10,456,148,26,66,2,45,152,67,30,17,6,9,67,17,1,102,11,114,0,10,0,0,116,39,72,42,1,2,45,34,6,72,37,323,283,134,366,95,0,71,239,0,0,0,0,182,111,116,44,33,0,0
12,19,0,240,314,180,66,153,6,41,105,68,36,80,76,70,60,60,22,78,8,97,0,158,1,0,"1,228",373,"1,311",764,85,142,466,269,19,83,101,195,"4,189",213,886,147,0,80,205,0,0,0,0,156,582,263,143,145,0,0
0,0,0,12,244,135,37,24,10,143,41,43,40,33,14,10,60,37,26,67,5,67,0,17,0,0,487,80,128,75,62,63,147,54,4,35,54,40,411,314,217,114,0,63,172,0,0,0,0,81,74,62,46,21,0,0
"1,222",26,87,935,"1,120",528,143,586,24,66,354,94,306,152,174,158,118,121,107,274,21,215,0,292,2,0,"1,970",668,"3,195","1,863",304,323,174,82,15,236,69,69,418,107,"2,581",604,0,627,568,0,0,0,0,326,"2,007",360,85,154,0,0
132,11,30,843,120,121,70,25,4,85,73,31,19,8,22,2,1,1,8,136,4,13,0,22,0,0,767,478,879,513,24,243,308,172,25,86,33,35,94,31,606,173,0,147,78,0,0,0,0,186,154,66,183,23,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,43,6,10,1,22,0,6,7,4,21,8,16,23,14,6,1,7,1,1,0,5,0,0,198,501,"1,332",777,43,4,3,21,5,35,2,1,199,34,104,2,0,19,61,0,0,0,0,43,17,88,14,22,0,0
0,0,0,"1,359",9,6,2,43,1,20,2,0,1,107,73,7,14,3,0,73,9,6,0,61,0,0,"2,254",312,603,352,91,52,46,42,14,62,22,30,330,78,377,110,0,145,252,0,0,0,0,110,172,165,7,12,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,48,7,712,300,156,83,83,5,328,68,64,78,93,59,99,109,126,43,188,13,108,0,252,3,0,453,302,736,429,599,294,"1,021",85,42,100,56,26,460,110,722,126,0,75,166,0,0,0,0,83,370,151,14,83,0,0
199,0,0,366,135,48,0,70,1,88,71,5,63,12,18,1,0,0,0,134,8,0,0,0,5,0,"1,177",3,8,5,225,53,60,1,0,154,2,7,"1,177",0,311,37,0,200,150,0,0,0,0,0,15,38,17,1,0,0
0,0,0,13,8,8,0,13,0,5,6,11,2,12,8,3,2,1,2,3,0,0,0,8,0,0,174,4,93,54,16,1,20,10,1,10,16,5,31,7,229,33,0,0,9,0,0,0,0,6,108,"1,476",25,1,0,0
0,0,1,80,23,28,0,89,0,5,13,37,5,13,39,34,3,3,2,21,2,2,0,19,0,0,236,66,91,53,4,31,10,28,4,2,8,2,4,1,62,49,0,4,20,0,0,0,0,12,75,62,"1,480",3,0,0
193,0,0,23,19,3,1,41,0,44,22,201,79,4,13,2,2,2,2,1,0,1,0,1,0,0,326,155,115,67,60,1,5,13,2,64,2,35,21,15,9,3,0,5,72,0,0,0,0,19,0,20,31,"9,353",0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
