,AUS_fa01,AUS_fa02,AUS_fa03,AUS_fa04,AUS_fa05,AUT_fa01,AUT_fa02,AUT_fa03,AUT_fa04,AUT_fa05,BEL_fa01,BEL_fa02,BEL_fa03,BEL_fa04,BEL_fa05,BGR_fa01,BGR_fa02,BGR_fa03,BGR_fa04,BGR_fa05,BRA_fa01,BRA_fa02,BRA_fa03,BRA_fa04,BRA_fa05,CAN_fa01,CAN_fa02,CAN_fa03,CAN_fa04,CAN_fa05,CHN_fa01,CHN_fa02,CHN_fa03,CHN_fa04,CHN_fa05,CYP_fa01,CYP_fa02,CYP_fa03,CYP_fa04,CYP_fa05,CZE_fa01,CZE_fa02,CZE_fa03,CZE_fa04,CZE_fa05,DEU_fa01,DEU_fa02,DEU_fa03,DEU_fa04,DEU_fa05,DNK_fa01,DNK_fa02,DNK_fa03,DNK_fa04,DNK_fa05,ESP_fa01,ESP_fa02,ESP_fa03,ESP_fa04,ESP_fa05,EST_fa01,EST_fa02,EST_fa03,EST_fa04,EST_fa05,FIN_fa01,FIN_fa02,FIN_fa03,FIN_fa04,FIN_fa05,FRA_fa01,FRA_fa02,FRA_fa03,FRA_fa04,FRA_fa05,GBR_fa01,GBR_fa02,GBR_fa03,GBR_fa04,GBR_fa05,GRC_fa01,GRC_fa02,GRC_fa03,GRC_fa04,GRC_fa05,HUN_fa01,HUN_fa02,HUN_fa03,HUN_fa04,HUN_fa05,IDN_fa01,IDN_fa02,IDN_fa03,IDN_fa04,IDN_fa05,IND_fa01,IND_fa02,IND_fa03,IND_fa04,IND_fa05,IRL_fa01,IRL_fa02,IRL_fa03,IRL_fa04,IRL_fa05,ITA_fa01,ITA_fa02,ITA_fa03,ITA_fa04,ITA_fa05,JPN_fa01,JPN_fa02,JPN_fa03,JPN_fa04,JPN_fa05,KOR_fa01,KOR_fa02,KOR_fa03,KOR_fa04,KOR_fa05,LTU_fa01,LTU_fa02,LTU_fa03,LTU_fa04,LTU_fa05,LUX_fa01,LUX_fa02,LUX_fa03,LUX_fa04,LUX_fa05,LVA_fa01,LVA_fa02,LVA_fa03,LVA_fa04,LVA_fa05,MEX_fa01,MEX_fa02,MEX_fa03,MEX_fa04,MEX_fa05,MLT_fa01,MLT_fa02,MLT_fa03,MLT_fa04,MLT_fa05,NLD_fa01,NLD_fa02,NLD_fa03,NLD_fa04,NLD_fa05,POL_fa01,POL_fa02,POL_fa03,POL_fa04,POL_fa05,PRT_fa01,PRT_fa02,PRT_fa03,PRT_fa04,PRT_fa05,ROM_fa01,ROM_fa02,ROM_fa03,ROM_fa04,ROM_fa05,RUS_fa01,RUS_fa02,RUS_fa03,RUS_fa04,RUS_fa05,SVK_fa01,SVK_fa02,SVK_fa03,SVK_fa04,SVK_fa05,SVN_fa01,SVN_fa02,SVN_fa03,SVN_fa04,SVN_fa05,SWE_fa01,SWE_fa02,SWE_fa03,SWE_fa04,SWE_fa05,TUR_fa01,TUR_fa02,TUR_fa03,TUR_fa04,TUR_fa05,TWN_fa01,TWN_fa02,TWN_fa03,TWN_fa04,TWN_fa05,USA_fa01,USA_fa02,USA_fa03,USA_fa04,USA_fa05,ZRoW_fa01,ZRoW_fa02,ZRoW_fa03,ZRoW_fa04,ZRoW_fa05
AUS_sa01,8932.28957,0,234.67223,3000.94678,691.31902,0.343357645,0,0.021745251,0,0,2.918187459,0,0,0.128342015,0,0.041917434,0,0.000628335,0.098386272,0,0.000270621,0,0,0.014806641,0,3.542444352,0,0,0,0,94.36609749,0,1.796898282,26.84019494,0,0.022545809,0,0,0,0,0.083679837,0.000183549,0.005992263,0,0,27.85980336,0,0,0,0,0.019334032,0,0.001066507,0,0,9.705505974,0,0,0,0,0.005740907,0,0.000152215,0,0,0.037517222,0,0,0,0,8.872026844,0,0,0,0,14.94943454,0,0,0,0,0.112177774,0,0,0,0,0.013825682,0,0.000663373,0,0,12.05238686,0,0,0,0,63.03368639,0,0.774194486,0,0,0.141649666,0,0,0,0,5.366894162,0.002561364,0.046755702,0,0,77.21863409,0,0,0.368983709,0,2.523520381,0,0,0,0,0,0,0,0,0,0.151845781,0,0,0.003469058,0,0.000198392,0,0,0,0,0.001046689,0,0,0.023464885,0,0.003468466,0,0.000407833,0,0,13.3743906,0,0,0.482917456,0,0.585831698,9.1979E-05,0.029305271,0,0,0.17556296,0,1.01898E-05,0,0,0.032119921,0,0.001851965,0,0,10.20647551,0,0.108144997,0,0,0.28367221,0,0.000293953,0,0,0.027155785,1.01604E-05,0,0,0,0.484672693,0,0,0,0,2.567079436,0,0.013003157,7.484353702,0,16.23309638,0,0,0.137136445,0,79.91293317,0,0,0,0,181.3233836,0,2.704044058,27.12732646,-0.00093
AUS_sa02,1813.276427,0,114.4514486,2792.462075,-845.8745734,0.019581439,0,0,0.003045881,0,9.925253993,0,4.06006E-06,0.004111269,0,0.002860098,0,0,0.003192686,0,0.002124458,0,0,0.028739102,0,0.195049101,0,0,0.064309966,0,0.368304006,0,0,1.79514594,0,0.000398759,0,0,0.000106442,0,0.00088394,1.32763E-07,2.90544E-06,0.000517257,0,15.54091378,0,0.077840139,0.397410763,0,0.030107123,0,0.000424621,0.016087169,0,0.059730386,0,0,0.092079658,0,0.000906085,7.78613E-07,1.20742E-06,0.000111866,0,0.001485369,0,0,0.001808625,0,0.076865746,0,2.56747E-08,0.051047177,0,0.507879107,0,0,0.047722625,0,0.024789069,0,0,0.004466812,0,0.000982813,0,2.30579E-06,0.001213763,0,0.062647514,0,0,0.038954096,0,0.045462312,0,0.005678242,0.037798826,0,9.858923708,0,0.619788608,2.904688469,0,0.312802384,0,2.60297E-05,0.062496124,0,0.031139846,0,7.87492E-10,0.060545445,0,0.019247973,0,0,0.124403066,0,0.000212169,0,8.5771E-09,0.000341905,0,3.13814E-05,0,0,6.36442E-05,0,5.05875E-06,0,0,6.83483E-05,0,0.012195514,0,0,0.028226427,0,0.000697802,0,0,0.000138911,0,0.106921793,0,0.006990387,0.006957041,0,0.029601516,0.000108708,0.001035625,0.004735321,0,0.0014996,0,0,0.003934033,0,0.001980857,0,4.59314E-05,0.001859041,0,0.002003625,4.55908E-05,0.000114027,0.002315096,0,0.001791013,2.97976E-05,3.57267E-06,0.000619911,0,0.000950869,0,7.72817E-06,0.001624697,0,0.017994867,0,3.80636E-06,0.02346202,0,0.005013706,0,0,0.00456553,0,0.018532152,0,3.74044E-05,0.004985843,0,0.251384755,0,0,0.392918601,0,0.052590539,0,0.00061816,0.206098357,0.002881045
AUS_sa03,30630.75589,0,72.56082217,472.1127065,197.8199914,6.586990204,0,0.042317861,0.015379816,0,31.22001529,0.000180962,0.141822754,0.019063783,0,1.613036347,0,0.005521646,0.015127537,0,2.410273394,0,0.023360856,0.050127614,0,435.927755,0,0,0.20565596,0,680.2041101,0,0.007163819,0.553777211,0,0.547239649,0,7.40176E-06,0.001929138,0,4.278060957,0.006393009,0.11271812,0.004808847,0,107.9683324,0.000695473,3.693873231,0.083744838,0,60.15818692,0,0.12387652,0.015509238,0,6.420844472,0,0.504643846,0.042105455,0,1.750450161,2.76901E-07,0.004491638,0.000427123,0,16.09534226,0.000148246,0.092162031,0.012971417,0,47.96275767,0,1.656991633,0.060303835,0,806.8732424,0.000155568,0,0.130107333,0,1.984293095,0,2.1069E-05,0.006503675,0,0.155760008,0,0.016786876,0.003074272,0,199.9361967,0,0,0.309041277,0,10.07283942,0,0.209257269,0.104851168,0,30.77453525,0.272682142,0.397261156,0.012710826,0,16.32300356,9.42919E-07,0.363449628,0.054817031,0,2202.606313,0.12931381,25.33068341,0.062141333,0,557.7756193,0,0,0.134447935,0,0.020355188,0,5.02414E-05,6.94708E-05,0,0.007843799,0,1.69804E-05,6.54538E-05,0,1.215475482,0,0,0.000351826,0,39.71546821,0,0,0.130493493,0,2.935064899,2.41222E-06,1.06515E-06,0.000234586,0,98.59140769,0,0.491167154,0.049068219,0,5.288442344,0.001751842,0.103292372,0.010343223,0,0.049343999,0.000515021,0.014707155,0.021421553,0,1.732571048,0,6.71209E-06,0.003484138,0,217.2552003,1.62136E-05,0.004875716,0.071180417,0,1.382839311,1.0597E-05,0.043320331,0.019388265,0,0.386122075,3.7358E-08,0.009636603,0.003920038,0,30.19883404,0,0.102173256,0.051639562,0,3.029936039,0,0.215904166,0.026808989,0,215.7426921,0,0.000215821,0.035053348,0,1427.925188,0,0,0.593601163,0,5076.167948,0,1.080314671,5.384718389,0.003260778
AUS_sa04,1997.847614,0,10.71009778,461.9531319,-136.5470413,1.851631578,0,0.004727219,0.042477038,0,3.698545058,2.72651E-05,0.002854766,0.03841273,0,0.057625416,0,6.56502E-05,0.041330593,0,0.141212501,0,0.0002753,0.232526422,0,52.98119131,0,0,0.590359365,0,35.33010622,0,0,1.573329066,0,0.133301379,0,0,0.005079524,0,0.854738441,0.007981201,0.009857143,0.019541774,0,23.74758493,0,0.115642883,0.531425725,0,0.697409259,0,0.006427329,0.042719295,0,4.144424913,0,0.008318042,0.120198781,0,0.102163199,5.14913E-08,5.15296E-05,0.001193543,0,0.958889899,0,0.002697976,0.021577589,0,12.77607743,0,0.137840356,0.198947132,0,85.99257234,0,0,0.850136269,0,1.336829205,0,0,0.013070593,0,0.123814084,0,0.004840576,0.015901005,0,23.13766257,0,0,0.59805028,0,11.84940014,0,0.870550677,0.498775926,0,2.908457527,0.000140382,0.003098209,0.025435344,0,5.042599436,1.36221E-06,0.004279432,0.205899482,0,27.53367423,6.61917E-05,0.013022462,0.817262425,0,8.981330643,0,0,0.365807559,0,0.074756911,0,0.000241105,0.001479728,0,0.151787343,7.8485E-07,0.00086194,0.002730144,0,0.03002635,0,1.45205E-08,0.000710264,0,8.009915136,0,7.02757E-05,0.229283201,0,0.092509389,2.84272E-08,2.2997E-05,0.000566478,0,8.023324763,0,0.019629313,0.104457241,0,3.733885022,0.003595357,0.066005157,0.069878249,0,0.177451957,6.06936E-06,0.000183411,0.027096512,0,0.8158653,0,8.77419E-07,0.003969805,0,116.5923077,3.01501E-06,0.011751753,0.151756383,0,4.682868249,1.97058E-06,0.00105381,0.12640745,0,0.368311428,4.36493E-08,0.003100967,0.003045762,0,4.103352268,0,0.002867925,0.102245885,0,1.991378977,0,0.104980813,0.081292423,0,8.286191323,0,2.28395E-05,0.09475091,0,146.3868288,0,0,5.846623188,0,145.1402074,0,0.656758515,2.443343093,0.000270061
AUS_sa05,515.2137665,0,2.761967753,119.1305203,-35.21335651,0.52828589,0,0.001348714,0.012119047,0,1.055225665,7.77896E-06,0.000814489,0.010959468,0,0.01644101,0,1.87306E-05,0.011791956,0,0.040289094,0,7.85455E-05,0.066341677,0,15.11597453,0,0,0.168434352,0,10.07997348,0,0,0.448883779,0,0.038031994,0,0,0.00144923,0,0.243863989,0.002277103,0.002812325,0.005575428,0,6.775383643,0,0.032993875,0.151620093,0,0.198976672,0,0.00183377,0.012188163,0,1.182438894,0,0.002373209,0.034293697,0,0.029148011,1.46909E-08,1.47019E-05,0.000340528,0,0.273579271,0,0.000769755,0.006156263,0,3.645121123,0,0.039326978,0.056761239,0,24.53439612,0,0,0.242550895,0,0.381408494,0,0,0.003729147,0,0.035325186,0,0.001381055,0.004536685,0,6.601367598,0,0,0.170628661,0,3.38073241,0,0.248375345,0.142304875,0,0.829807129,4.00521E-05,0.000883946,0.007256912,0,1.438695581,3.8865E-07,0.001220959,0.058744799,0,7.855586421,1.88851E-05,0.003715418,0.233171628,0,2.562448423,0,0,0.10436788,0,0.021328768,0,6.87892E-05,0.000422178,0,0.043306191,2.23924E-07,0.000245918,0.000778932,0,0.008566768,0,4.14281E-09,0.000202644,0,2.285295408,0,2.00503E-05,0.065416387,0,0.026393699,8.11052E-09,6.56125E-06,0.000161621,0,2.289121303,0,0.005600405,0.029802512,0,1.065308581,0.001025785,0.018831823,0.019936838,0,0.05062852,1.73164E-06,5.23287E-05,0.007730857,0,0.232773154,0,2.50335E-07,0.001132618,0,33.26475498,8.60208E-07,0.003352873,0.043297338,0,1.336061439,5.62223E-07,0.000300661,0.036065101,0,0.105082312,1.24535E-08,0.000884732,0.000868981,0,1.170720571,0,0.000818243,0.029171585,0,0.568156989,0,0.0299519,0.023193392,0,2.364119589,0,6.51629E-06,0.027033208,0,41.76538012,0,0,1.668089093,0,25.13416766,0,0.113731947,0.423117603,2.90138E-05
AUS_sa06,303.9560055,0,7.763162145,176.4700367,-224.9184819,0.04155866,0,0.003144348,0.021100321,0,0.078152172,1.11055E-05,0.010798018,0.034196867,0,0.015379296,0,0.000421292,0.019875747,0,0.038862282,0,0.001782426,0.091407808,0,0.989305688,0,0,0.530262251,0,1.266443616,0,0,1.097010554,0,0.015086331,0,0,0.004746745,0,0.022556148,6.74556E-06,0.008598476,0.006837554,0,0.731257268,0,0.262712238,0.115169359,0,0.025514537,0,0.002997916,0.018624898,0,0.11166156,0,0.038615951,0.078942891,0,0.004539904,6.43363E-08,0.000362202,0.003869346,0,0.022291479,0,0.006871162,0.012281869,0,0.453665875,0,0.126565264,0.084380707,0,1.178301998,0,0,0.226650279,0,0.041518938,0,0,0.009907889,0,0.003372895,0,0.001280467,0.006935699,0,0.33783575,0,0,0.645892683,0,0.340280101,0,0.092981131,1.073087682,0,0.05240682,2.19994E-05,0.019495959,0.008922822,0,0.237251811,4.9553E-06,0.027702687,0.078858099,0,1.162490655,1.02971E-05,0.002150595,0.139268535,0,0.725552462,0,0,0.197177357,0,0.000286998,0,3.8334E-06,0.000149133,0,0.000213664,0,1.2956E-06,0.000119942,0,0.000617123,0,0,0.000658925,0,0.098294079,0,0,0.170858592,0,0.003807714,1.84051E-07,0.000239871,0.000801883,0,0.152448311,0,0.037485054,0.059154789,0,0.07203425,7.77313E-05,0.007534341,0.01194116,0,0.008573982,3.9296E-05,0.001122145,0.018636931,0,0.003301336,0,4.77038E-07,0.001947039,0,0.171836997,3.76714E-06,0.000131233,0.090823946,0,0.005942694,2.46216E-06,0.003305235,0.003304133,0,0.034157283,0,0.000737063,0.002677431,0,0.041352937,0,0.006147504,0.057924505,0,0.143352697,0,0.014482264,0.036434664,0,0.540528229,0,1.85819E-05,0.046880569,0,4.180267295,0,0,6.638406587,0,3.271467026,0,0.137757878,4.600525631,0.000843317
AUS_sa07,6695.438883,0,31.49417371,1560.278352,172.8019092,0.242184281,0,0.028301999,0.015070729,0,0.5494454,6.91133E-05,0.067197828,0.026674344,0,0.099983585,0,0.003016578,0.011695782,0,0.380241624,0,0.011092634,0.045505467,0,3.850122424,0,0,0.257460338,0,6.591158136,0,0,0.887772318,0,0.035539352,0,0,0.0017878,0,0.259211685,0.000274918,0.053726621,0.00426419,0,7.500786413,0,1.62928911,0.083576067,0,0.331466311,0,0.018197498,0.023245776,0,1.480931779,0,0.239733576,0.039523018,0,0.126202056,1.33078E-07,0.001603748,0.00062367,0,0.146603432,0,0.042754639,0.008421353,0,3.857119713,0,0.787912815,0.050971214,0,16.93546608,0,0,0.310783131,0,0.245659366,0,0,0.007712093,0,0.025774305,0,0.008206471,0.007848288,0,0.913155284,0,0,0.289551355,0,0.523618631,0,0.127813707,0.353793891,0,0.732852794,4.71953E-07,0.120658752,0.011090682,0,0.614215765,7.03771E-05,0.172401294,0.045753361,0,2.634123147,0,9.57482E-05,0.089472085,0,7.841003361,0,0,0.107529304,0,0.016590396,0,2.38565E-05,0.00015073,0,0.011079824,0.000533685,0.000197233,0.000171135,0,0.021611129,0,9.87369E-06,0.000328817,0,0.795742118,0,0.047786371,0.100197427,0,0.027514168,1.14541E-06,0.000183587,0.00044496,0,1.340142306,0,0.232636009,0.044335755,0,0.423816804,0.000208391,0.049863743,0.009516266,0,0.128557443,0.000244552,0.007201744,0.011837607,0,0.048782068,0,0.000408348,0.002331304,0,0.96695755,7.79224E-06,5.99196E-05,0.052823493,0,0.044238308,5.09292E-06,0.020617378,0.003933578,0,0.035363101,2.96808E-05,0.004594018,0.001570386,0,0.310120014,0,0.038659327,0.057982577,0,1.329516736,0,0.093905035,0.021381906,0,6.133207472,0,0.007345093,0.025904871,0,45.16806316,0,0,2.301908407,0,73.46400512,0,1.348909314,12.49317245,-0.000458569
AUS_sa08,5303.262484,0,26.17016123,272.2027323,352.8045909,0.02138885,0,0.01120751,0.020333921,0,0.079258776,3.95848E-05,0.038488483,0.027299701,0,0.009230206,0,0.001501668,0.023897032,0,0.144685573,0,0.006353335,0.078721452,0,15.87185991,0,0,0.318285515,0,4.816749999,0,0,0.886751282,0,0.013450841,0,0,0.002824447,0,0.064349226,3.3239E-08,0.030607451,0.007275983,0,115.9722678,0,1.110210113,0.111065779,0,4.429831022,0,0.010342905,0.017014719,0,0.195986678,0,0.13724544,0.06655755,0,0.003652271,7.33523E-08,0.00091864,0.000622956,0,0.052204327,0,0.024487097,0.014429082,0,10.38997635,0,0.450516845,0.095230443,0,0.903537929,0,0,0.163389264,0,0.098251935,0,0,0.010150507,0,0.006424301,0,0.004563802,0.002341945,0,0.870764342,0,0,0.482626814,0,0.228646952,0,0.020258036,0.150554385,0,0.079372481,9.27548E-07,0.069114716,0.008967971,0,0.22444771,0,0.09874426,0.085959704,0,173.8114606,0,1.94472E-06,0.094119935,0,19.78428483,0,0,0.204827093,0,0.000192126,0,1.36639E-05,0.000118873,0,7.57157E-05,0,4.61806E-06,0.000103052,0,0.000185822,0,0,0.000552681,0,0.317389962,0,0,0.206563942,0,0.007598624,6.56038E-07,0,0.000347843,0,0.30280054,0,0.133501008,0.033911959,0,0.130687034,7.66193E-05,0.024964769,0.013262456,0,0.008726988,0.000140068,0.003999788,0.022278634,0,0.003486807,0,2.52607E-06,0.002292121,0,0.091991658,4.29506E-06,2.42222E-05,0.112252639,0,0.013345509,2.80721E-06,0.01178069,0.003578205,0,0.005481812,0,0.002615033,0.00185217,0,0.045365414,0,0.02152848,0.056460191,0,0.481372724,0,0.051397499,0.042374976,0,18.2553999,0,4.09984E-05,0.055097628,0,10.59470093,0,0,0.828026288,0,99.65584868,0,0.41024685,29.53327305,0.00092222
AUS_sa09,4505.025562,0,1171.102004,570.0038945,310.0564441,1.279553399,0,0.89027597,0.062095072,0,5.757706365,0.003149997,3.05043135,0.056412187,0,0.490056807,0,0.118995382,0.051515339,0,9.136658829,0,0.50345146,0.22356931,0,50.68204719,0,0,0.75675891,0,255.7721222,0,0.000510009,1.841195309,0,0.974526298,0,0,0.006269597,0,5.047334454,0.000160528,2.425448457,0.018842781,0,86.7072151,0,73.97569324,0.376712136,0,1.947198396,0,0.820397337,0.063832985,0,13.77472075,0,10.87684039,0.147216042,0,0.275022697,5.9877E-07,0.072766651,0.001591028,0,4.141493386,0,1.940406867,0.029649156,0,46.10432591,0,35.76092342,0.224852306,0,58.35958072,1.10752E-05,0,0.40970443,0,7.488836752,0,0,0.019919234,0,0.477554399,0,0.364003742,0.01214941,0,17.0279343,0,0,0.976833106,0,12.14534007,0,1.258570954,0.608291217,0,5.901019492,0.000474226,5.475121585,0.022960459,0,16.75346899,1.62542E-06,7.824554364,0.21459624,0,86.63790057,0.000224087,0.044213006,0.456215783,0,137.605913,0,0,0.447200661,0,0.011759157,0,0.001207132,0.00083224,0,0.002723735,1.0656E-07,0.00081147,0.001528421,0,0.012954484,0,1.97147E-09,0.001101005,0,16.78224402,0,9.54145E-06,0.378391725,0,0.480106215,5.19858E-05,2.91129E-05,0.001358869,0,13.41500254,0,10.55011359,0.10020281,0,9.837021741,0.005541596,1.971227724,0.04050744,0,0.691342625,0.01109926,0.316952934,0.043078614,0,0.264999027,0,4.00762E-06,0.00462538,0,3.815770166,3.50603E-05,0.001188288,0.222963238,0,0.865374014,2.2915E-05,0.933720254,0.008219766,0,0.412259607,6.28715E-09,0.20684154,0.00389198,0,3.199860015,0,1.707285907,0.125974705,0,36.89774871,0,4.06818949,0.09613051,0,136.5948188,0,5.28182E-05,0.120334726,0,468.5219051,0,0,5.108151386,0,505.206922,0,2.83160174,6.82521016,-0.000869555
AUS_sa10,1473.480901,0,23.6575743,776.8399586,49.99057449,0.154175937,0,0.01470991,0.164600035,0,0.31725836,5.59226E-05,0.04552863,0.127808032,0,0.066122469,0,0.001759073,0.119881395,0,0.613655938,0,0.007442375,0.484605639,0,3.243595236,0,0,1.66056206,0,12.79921822,0,0,6.70568376,0,0.079995229,0,0,0.038345169,0,0.098290164,0.000120232,0.036491892,0.034553127,0,4.139616569,0,1.123237927,0.897223078,0,0.22502161,0,0.014146688,0.102264887,0,0.572714063,0,0.163102454,0.456941519,0,0.026664282,3.87878E-08,0.002429182,0.033312176,0,0.286539735,0,0.028686041,0.058829367,0,1.507318696,0,0.57421028,0.4815106,0,5.812466978,0,0,1.4488983,0,0.246765983,0,0,0.061161754,0,0.014548926,0,0.007081366,0.016323401,0,4.27012956,0,0,2.140965412,0,1.424963164,0,0.100752187,1.017002581,0,0.401544288,0.000197249,0.081064927,0.053617349,0,0.648770283,1.2434E-06,0.115668873,0.527204703,0,4.064597081,9.32871E-05,0.022805115,1.205011472,0,3.23478408,0,0,1.420120217,0,0.009263119,0,0.000105928,0.00167187,0,0.006336625,0,0.000327489,0.002396435,0,0.002690874,0,0,0.002733531,0,1.509498059,0,0,0.88064697,0,0.017703067,7.68491E-07,0.00196741,0.012039295,0,1.731133279,0,0.161624789,0.484271449,0,0.209930951,0.000162882,0.029895122,0.074287644,0,0.046324602,0.000164077,0.004686368,0.086520879,0,0.073198929,0,5.9318E-07,0.010512687,0,0.781429886,2.27118E-06,0.001466145,0.487220651,0,0.026877461,1.48442E-06,0.014002243,0.018511676,0,0.024072875,0,0.003257237,0.022535501,0,0.416626937,0,0.045250106,0.315736868,0,0.711001246,0,0.060967579,0.188420026,0,2.578120485,0,1.92547E-05,0.233243398,0,19.9985415,0,0,9.843852905,0,79.28802032,0,0.406319091,43.41103908,0.000146975
