"","AUS_sc01","AUT_sc01","BEL_sc01","BGR_sc01","BRA_sc01","CAN_sc01","CHN_sc01","CYP_sc01","CZE_sc01","DEU_sc01","DNK_sc01","ESP_sc01","EST_sc01","FIN_sc01","FRA_sc01","GBR_sc01","GRC_sc01","HUN_sc01","IND_sc01","IRL_sc01","ITA_sc01","JPN_sc01","LTU_sc01","LUX_sc01","LVA_sc01","MEX_sc01","MLT_sc01","NLD_sc01","POL_sc01","PRT_sc01","ROM_sc01","RUS_sc01","SVK_sc01","SVN_sc01","SWE_sc01","USA_sc01","ZRoW_sc01"
"1",0.0656270904420717,5.72037779480491e-05,0.000123829934455046,0.000116082687781214,5.57140233060193e-05,0.00012901100480729,0.000736311672893496,7.61045958946581e-05,8.52605663837267e-05,7.57908067160812e-05,8.56396029827812e-05,5.79887940080526e-05,7.70002982360557e-05,0.000224734184236461,5.54319839396283e-05,0.000100964160477857,5.24207746543415e-05,7.75834577788467e-05,0.000258407457222771,0.00020621976330757,7.27025541943888e-05,0.000484320604651892,3.91319616657324e-05,0.000143775720428299,3.47567067989605e-05,7.05613315093768e-05,0.000105892413995436,9.76726795792517e-05,6.86298447063314e-05,4.58754130249248e-05,9.06635317134556e-05,4.11762427641729e-05,7.40056679929418e-05,6.60787948715632e-05,0.000113492006975887,6.5405905241721e-05,0.000421123109661592
"2",0.000152599483003992,0.186726514204764,0.000975159017956224,0.00220533459038261,0.000143027544961461,0.000185901178921802,0.00041310057173482,0.000481433006856455,0.00296511257195892,0.00175741180656576,0.000519063817233721,0.000367325981797483,0.00067504718226768,0.000614865088970028,0.000343988284820588,0.000315377735739789,0.000476634759580513,0.00518841186111148,0.00014919839344714,0.000626814921563478,0.000865908647289493,9.97085640283194e-05,0.000632943570327318,0.00118852569585157,0.00112015919249863,0.000142510586567958,0.00164548830085977,0.000484514894344044,0.00118496832921017,0.000353412368174223,0.00194786694576007,0.000273145561350871,0.00317531090716948,0.0062433011870608,0.000602162771082316,0.000100162223975091,0.000632258031197293
"3",0.000145889664755227,0.000770155512614345,0.127611947649014,0.000806122820121327,0.000258673549887606,0.000190354039330387,0.00030983678897577,0.00148243240340738,0.00108040959176976,0.00138132687460756,0.00139991878536507,0.000712358843663798,0.000804661666922769,0.000843203866130601,0.00138378716623265,0.000814344208949506,0.000955078432212391,0.00141182076766068,0.000422912237323584,0.00112820685592144,0.000762370617222409,7.75976744015312e-05,0.000713049228690229,0.00861117359415241,0.000741022803206878,0.000143893065799455,0.000936575040897992,0.0029930326084651,0.000960509556464179,0.000800085319858579,0.0006919239438816,0.000287404016258113,0.00107130621775078,0.00100121583742454,0.00142353279765648,0.000135124298635488,0.000534571395072846
"4",4.10929625895505e-06,8.92173034710003e-05,0.00013224590949182,0.0600690091358774,7.15464620732373e-06,7.86939317336997e-06,8.28897375409991e-06,0.000237351458715243,3.20396137701713e-05,3.38035144846593e-05,2.26157187168601e-05,1.54158507462959e-05,2.100255330103e-05,1.22603882366593e-05,1.28930484335247e-05,1.78801570216715e-05,0.000244484482670739,6.0298154585925e-05,6.57995671949413e-06,4.43526473790972e-05,2.96813850083028e-05,2.9363622686243e-06,3.1660462997015e-05,2.91103861227281e-05,3.18397761016345e-05,3.11216343616251e-06,2.99378444760347e-05,2.04404272991255e-05,3.77910300889069e-05,1.05522901949055e-05,0.000292974687818454,1.60673404476775e-05,5.32286590773159e-05,9.53711094911798e-05,1.80178795590748e-05,3.21813167819054e-06,3.5330175364161e-05
"5",0.000202688092662516,0.000511734478208647,0.000823388137516299,0.00054372301706752,0.191272815072911,0.000392108050019251,0.000922859377449832,0.000410293148426442,0.000293175921719344,0.00072526005314034,0.000634056483442034,0.000413469283554389,0.000317612378690871,0.000456737636217717,0.000381508054139592,0.0002927193867942,0.000269226109822812,0.000280917695655915,0.00016872419704778,0.000354353778750936,0.000480410041649495,0.000218268945827418,0.000184727434329302,0.000473467412786677,0.000161050790310841,0.000559103552227762,0.000446238781062142,0.000961544596007354,0.000267235051896589,0.00147904043919466,0.000416464335045891,0.000159110257629153,0.000283230856592461,0.000529007821906346,0.00129093158228018,0.000319522062367073,0.00094336761486378
"6",0.000671198699358152,0.00032231749948897,0.000868130408511046,0.000279407994136419,0.000668759404962816,0.15068378628615,0.000845036698338881,0.000300724166984385,0.00038009200634896,0.000389353170622793,0.000426321350099646,0.000276601408703151,0.000316344406150765,0.000753278212357857,0.0003145199592996,0.000790688523210803,0.000232912712553362,0.000431548447490462,0.000326695938044322,0.000838489253536152,0.000247441964216114,0.000428283846676159,0.000216157313140209,0.00171345192357488,0.000189230112271526,0.00111186551276839,0.000349680075244101,0.000544318099457119,0.000327577461021915,0.000416069314256348,0.000389633463810676,0.00017512764067886,0.000246484735609972,0.000363743947802543,0.000399561339398417,0.00202582600967217,0.000818408548013052
"7",0.000332573485762285,0.000216693387528734,0.00028622189897748,0.000352722170124896,0.000149304393699672,0.000273369037667502,0.0132201020756949,0.000570945222434121,0.000572190875168365,0.000253566943497113,0.000274567894618924,0.000265777167817815,0.000338476344823639,0.000321217636832824,0.000165994248573287,0.00018722213536677,0.000182170270649287,0.000571201017370333,0.000358030881365602,0.000366521113057091,0.000191500911902666,0.000272549451904771,0.000175811407918384,0.0004866922513518,0.000148117036680962,0.000350336576714334,0.000515653766395911,0.000360217570101941,0.000291952583404535,0.000161323356542518,0.000200606491243721,0.000161220667600838,0.000399331285518559,0.000255960063797063,0.000279978963141528,0.000210935855001855,0.000649494944512919
"8",1.51759544527421e-06,4.74705248352282e-06,7.10081474918319e-06,2.65375340586105e-05,4.30486169474955e-06,7.95212550202752e-07,2.33677460046133e-06,0.0725408591699136,8.43589633666129e-06,6.31776860421069e-06,6.28077963927726e-06,1.54603612916961e-06,2.31112526510112e-05,2.35885139920928e-06,1.55237329905713e-06,5.68791134178639e-06,6.33281578108948e-05,1.03033958376227e-05,9.57017499192297e-07,3.99755898947363e-06,2.74543171175086e-06,1.41838799243681e-06,2.28956438527493e-05,4.66215119064502e-06,9.14001187615051e-05,4.45111905024209e-07,2.56506983471615e-05,3.83796866241766e-06,7.25842041933045e-06,1.52777240802837e-06,1.4999848635335e-05,1.46711295135917e-05,1.62721273945221e-05,5.67599817320774e-06,8.31933887068083e-06,6.19572171237062e-07,7.06872261818423e-06
"9",8.72553082055424e-05,0.00264894585838369,0.000884551897069193,0.00165839589942678,7.93233963849883e-05,8.5162976096958e-05,0.000150952779684117,0.000200882919467258,0.221806327163507,0.00172187695120029,0.000529022171774274,0.000346445632443454,0.000879359435570024,0.00056975674909021,0.000387857175137958,0.000388662833903826,0.000220516251661259,0.00344199164611763,0.000128629750882409,0.000396259650194755,0.000448165225847233,4.91299718553051e-05,0.000909036456608674,0.000627825808950028,0.000870277036766786,9.14882243856749e-05,0.000434576277390787,0.000451271046757469,0.00220634680755,0.000269975940848841,0.00128455451731079,0.000362813756212811,0.0108019132238113,0.00192527256010157,0.000628998439637733,6.1887712106272e-05,0.000368496538794704
"10",0.00165048455209032,0.0227053285430007,0.0153553884713585,0.00988109187277962,0.00208744785268431,0.00199188117270254,0.00449708821622567,0.00476667176027361,0.0248113572881803,0.248563170735117,0.0118554464612466,0.00588861407785293,0.0100091426659148,0.00840483053253627,0.0066409649587265,0.00484497025536126,0.00494440183039489,0.0237535365640531,0.00180701508411175,0.00601745479575433,0.00618006137526646,0.0010531200736412,0.00750288333981371,0.0180931751742095,0.00742181900476031,0.00246992210464495,0.0077364355746091,0.0100559340713477,0.0147243996586477,0.00645947896914399,0.00880013459698856,0.00316585026511407,0.0207015732317566,0.0145511218503874,0.00895249852317104,0.00137313264951892,0.00642672470462436
"11",0.000101328117305312,0.000172048255467506,0.000327413858971746,0.000236701453522238,5.96632698249728e-05,0.000105686413608617,0.000172169935949211,0.000129141373693704,0.00030850786598425,0.000330813984196473,0.116201180148406,0.000144239657147671,0.000641542763277025,0.000693796489453234,0.00012562942252664,0.00021793768984171,0.000182519845363154,0.00036519611282711,7.52870958127423e-05,0.000426501992802787,0.000121171508703222,5.90044181147758e-05,0.000606843191666614,0.000353062621241103,0.000713178216087195,5.39972369643391e-05,0.000589905540209512,0.000317238685292633,0.000364842112516702,0.00016712296398613,0.000141934424785485,7.32202575482789e-05,0.000273074642348072,0.000208302502752111,0.00253367875743045,6.32008088497666e-05,0.000474184236337787
"12",0.000396611009610314,0.0021034583058536,0.00580441018348425,0.00340484872752707,0.000684939562708422,0.00069817867508785,0.000839827604371228,0.00342099203691139,0.00354565258681998,0.0024011980865293,0.0031601617352009,0.434789940978111,0.0051276843639444,0.00180609185270939,0.00400943057019672,0.00218895116791365,0.00273878594760616,0.00328152361079365,0.000458275459109926,0.00552969975591915,0.00312557780220474,0.000262674487083307,0.00139690567416393,0.00598509069233571,0.00133003472746065,0.0011630661866406,0.00752294594483241,0.00293630089717888,0.00252228540638982,0.0230895363024626,0.00214606941618814,0.000828170540433024,0.00261620654780607,0.00380104926159213,0.00267094950292331,0.00039000554641779,0.00234155873540869
